year,source_category,quantity_co2e_tonnes,facility_id
2024,On-site Transportation,731.1914,1117
2024,Wastewater,8013.4292,1117
2023,Stationary Fuel Combustion,4077.826,1566
2023,Industrial Process,9547.37,1566
2023,On-site Transportation,382.56,1566
2022,Stationary Fuel Combustion,10744.58,1120
2022,Industrial Process,3372.23,1120
2022,On-site Transportation,56.96328,1120
2024,Stationary Fuel Combustion,4249.885,1566
2024,Industrial Process,9531.23,1566
2024,On-site Transportation,405.033,1566
2024,Stationary Fuel Combustion,18567.9592,761
2024,On-site Transportation,122.7183,761
2024,Fugitives (Flaring),1064.00359,990
2024,Stationary Fuel Combustion,82711.62,990
2024,Fugitives (Venting),170.60117,990
2024,Stationary Fuel Combustion,34647.48809,486
2024,On-site Transportation,569.98252,486
2024,Stationary Fuel Combustion,8520.6488,1378
2024,Industrial Process,11592.0,1378
2024,On-site Transportation,457.49905,1378
2024,Stationary Fuel Combustion,202927.1177,1429
2024,Industrial Process,54791.1875,1429
2024,On-site Transportation,36911.5156,1429
2024,CO2 from Biomass Combustion,0.0,72
2024,Stationary Fuel Combustion,837915.1623,72
2024,Industrial Process,3303725.455,72
2024,On-site Transportation,23175.5653,72
2024,CO2 from Biomass Combustion,0.0,636
2024,Stationary Fuel Combustion,4606.72,636
2024,Industrial Process,32.37,636
2024,On-site Transportation,14082.816,636
2024,Waste,7.926,636
2024,Stationary Fuel Combustion,2006.870234,120
2024,Fugitives (Leakage),15998.9872,271
2024,Stationary Fuel Combustion,7373.6206,271
2024,On-site Transportation,75102.3292,271
2024,Waste,4897.0,271
2024,Wastewater,1011.5052,271
2024,Stationary Fuel Combustion,22289.53,744
2024,On-site Transportation,1836.114485,744
2024,CO2 from Biomass Combustion,0.0,843
2024,Stationary Fuel Combustion,26391.513,843
2024,On-site Transportation,944.064,843
2024,Waste,16487.66,843
2024,Stationary Fuel Combustion,36165.4735,1231
2024,On-site Transportation,194.3511,1231
2024,Stationary Fuel Combustion,33368.7992,1839
2024,Stationary Fuel Combustion,6766.701099,1679
2024,On-site Transportation,1544.693454,1679
2024,Stationary Fuel Combustion,159652.5811,358
2024,Stationary Fuel Combustion,164297.8591,169
2024,Industrial Process,393231.7984,169
2024,On-site Transportation,2850.604888,169
2024,Stationary Fuel Combustion,1173781.548,349
2024,Industrial Process,150.984554,349
2024,On-site Transportation,2.75294,349
2024,Fugitives (Venting),11.618,349
2024,Stationary Fuel Combustion,19616.13184,774
2024,On-site Transportation,7.608865,774
2024,Stationary Fuel Combustion,11055.066,403
2024,Stationary Fuel Combustion,11193.77,1145
2024,Stationary Fuel Combustion,66291.206,495
2024,Industrial Process,734.9,495
2024,Stationary Fuel Combustion,3589.3165,581
2024,Industrial Process,52425.647,581
2024,CO2 from Biomass Combustion,0.0,1039
2024,Stationary Fuel Combustion,1.3325,1039
2024,On-site Transportation,374.0,1039
2024,Waste,11396.0,1039
2024,Stationary Fuel Combustion,17121.18826,1202
2024,Stationary Fuel Combustion,16029.36503,1756
2024,On-site Transportation,216.14614,1756
2023,Stationary Fuel Combustion,15118.6992,1756
2023,On-site Transportation,175.03546,1756
2024,Stationary Fuel Combustion,41233.762,591
2024,On-site Transportation,132.773,591
2024,Stationary Fuel Combustion,8941.94,737
2024,Industrial Process,121.9,737
2024,Wastewater,26.5,737
2024,Stationary Fuel Combustion,6854.41379,22
2024,On-site Transportation,24.06568,22
2024,CO2 from Biomass Combustion,0.0,7
2024,Stationary Fuel Combustion,135535.3394,7
2024,Industrial Process,612.9505,7
2024,On-site Transportation,4066.9235,7
2024,Fugitives (Venting),8.4917,7
2024,Waste,4433.52,7
2024,Wastewater,148.4,7
2024,Stationary Fuel Combustion,13144.3258,1609
