year,source_category,quantity_co2e_tonnes,facility_id
2024,Stationary Fuel Combustion,7716.47532,1148
2024,Fugitives (Flaring),231.20422,924
2024,Fugitives (Leakage),44.577,924
2024,Stationary Fuel Combustion,2178.42126,924
2024,Fugitives (Flaring),596.70815,1150
2024,Fugitives (Leakage),1625.91625,1150
2024,Stationary Fuel Combustion,4351.55134,1150
2024,Fugitives (Venting),371.89183,1150
2024,Fugitives (Flaring),1258.02209,1405
2024,Fugitives (Leakage),1007.22,1405
2024,Stationary Fuel Combustion,5926.34983,1405
2024,Fugitives (Flaring),8150.88722,1152
2024,Fugitives (Leakage),1549.524,1152
2024,Stationary Fuel Combustion,16697.05157,1152
2024,Fugitives (Flaring),2868.22326,1151
2024,Fugitives (Leakage),2278.344,1151
2024,Stationary Fuel Combustion,3245.48101,1151
2024,Fugitives (Flaring),21.2317,1812
2024,Fugitives (Leakage),1065.672,1812
2024,Stationary Fuel Combustion,9691.75339,1812
2024,Fugitives (Venting),1769.08659,1812
2024,Stationary Fuel Combustion,2433.9555,1501
2024,On-site Transportation,14669.415,1501
2024,Stationary Fuel Combustion,31107.3284,831
2024,On-site Transportation,124.2083,831
2024,Wastewater,2.56732,831
2024,Stationary Fuel Combustion,323.616,1516
2024,On-site Transportation,56.424,1516
2024,Fugitives (Venting),187664.8119,1516
2024,Stationary Fuel Combustion,18798.1115,372
2024,Stationary Fuel Combustion,5883.1605,266
2024,Stationary Fuel Combustion,16263.5602,1196
2024,On-site Transportation,155.5752,1196
2024,Stationary Fuel Combustion,12588.405,745
2024,Stationary Fuel Combustion,624.536865,510
2024,Industrial Process,0.5233,510
2024,On-site Transportation,4.40037,510
2024,Stationary Fuel Combustion,34112.672,1523
2024,On-site Transportation,696.042,1523
2024,Stationary Fuel Combustion,607.63,1764
2024,On-site Transportation,50.84,1764
2024,Fugitives (Flaring),291.365173,1244
2024,Fugitives (Leakage),1264.022219,1244
2024,Stationary Fuel Combustion,17548.16945,1244
2024,Fugitives (Venting),9974.771762,1244
2024,Stationary Fuel Combustion,244.71,1763
2024,Fugitives (Flaring),10012.22237,807
2024,Fugitives (Leakage),215.212339,807
2024,Stationary Fuel Combustion,5556.607289,807
2024,Fugitives (Venting),996.092776,807
2024,Fugitives (Flaring),4930.797521,1063
2024,Fugitives (Leakage),252.658368,1063
2024,Stationary Fuel Combustion,11172.52597,1063
2024,Fugitives (Venting),4136.498674,1063
2024,Fugitives (Flaring),10175.49415,949
2024,Fugitives (Leakage),70.589059,949
2024,Stationary Fuel Combustion,11953.06437,949
2024,Fugitives (Venting),2097.53474,949
2024,Fugitives (Flaring),22592.8212,590
2024,Fugitives (Leakage),274.737759,590
2024,Stationary Fuel Combustion,42142.14646,590
2024,Fugitives (Venting),8017.552208,590
2024,Fugitives (Flaring),20197.60404,871
2024,Fugitives (Leakage),549.304477,871
2024,Stationary Fuel Combustion,16408.13752,871
2024,Fugitives (Venting),3843.464987,871
2024,Fugitives (Flaring),13521.52315,1064
2024,Fugitives (Leakage),38.209919,1064
2024,Stationary Fuel Combustion,5986.285024,1064
2024,Fugitives (Venting),2310.101297,1064
2024,Fugitives (Flaring),6954.982511,868
2024,Fugitives (Leakage),975.206601,868
2024,Stationary Fuel Combustion,35005.8611,868
2024,Fugitives (Venting),2925.905004,868
2024,Fugitives (Flaring),12779.32813,544
2024,Fugitives (Leakage),1257.394069,544
2024,Stationary Fuel Combustion,47948.52964,544
2024,Fugitives (Venting),11128.68372,544
2024,Fugitives (Flaring),1693.276357,1062
2024,Fugitives (Leakage),54.925131,1062
2024,Stationary Fuel Combustion,12039.629,1062
2024,Fugitives (Venting),2301.651832,1062
2024,Fugitives (Flaring),5973.259872,1023
2024,Fugitives (Leakage),97.129029,1023
2024,Stationary Fuel Combustion,20458.20425,1023
2024,Fugitives (Venting),345.277828,1023
2024,Stationary Fuel Combustion,7149.0041,475
2024,Stationary Fuel Combustion,438985.2498,1089
2024,Industrial Process,862477.2338,1089
2024,On-site Transportation,2921.4175,1089
2024,Stationary Fuel Combustion,1681.283427,3
2024,CO2 from Biomass Combustion,0.0,1194
2024,On-site Transportation,455.831,1194
2024,Waste,2345.84,1194
2024,Stationary Fuel Combustion,512.715029,155
2024,Stationary Fuel Combustion,62.603369,302
2024,Fugitives (Flaring),1346.0595,1350
2024,Fugitives (Leakage),36282.2158,1350
2024,Stationary Fuel Combustion,202643.8066,1350
2024,Fugitives (Venting),68107.8873,1350
2024,Fugitives (Leakage),381530.7201,1351
2024,Stationary Fuel Combustion,21835.3763,1351
2024,Fugitives (Venting),17758.7152,1351
2024,Stationary Fuel Combustion,1105.117983,319
2024,CO2 from Biomass Combustion,0.0,28
2024,Stationary Fuel Combustion,92193.3956,28
2024,Industrial Process,121071.0,28
2024,On-site Transportation,1493.3077,28
2024,CO2 from Biomass Combustion,0.0,1478
2024,Stationary Fuel Combustion,17689.3362,1478
2024,On-site Transportation,582.7005,1478
2024,Fugitives (Flaring),862.09538,325
2024,Fugitives (Leakage),24.12517,325
2024,Stationary Fuel Combustion,35085.93201,325
2024,Fugitives (Venting),36.87357,325
2024,Fugitives (Flaring),5336.74484,1635
2024,Stationary Fuel Combustion,4937.73445,1635
2024,Fugitives (Venting),1589.194,1635
2024,Fugitives (Flaring),109.72691,959
2024,Fugitives (Leakage),245.09754,959
2024,Stationary Fuel Combustion,55561.72649,959
2024,Fugitives (Venting),960.83584,959
2024,Fugitives (Leakage),211.86158,898
2024,Stationary Fuel Combustion,10635.46473,898
2024,Fugitives (Venting),309.36178,898
2024,Fugitives (Flaring),10191.73036,958
2024,Fugitives (Leakage),76.50884,958
2024,Stationary Fuel Combustion,1455.17975,958
2024,Fugitives (Venting),13.98091,958
2024,Fugitives (Flaring),768.60619,1002
2024,Fugitives (Leakage),75.70736,1002
2024,Stationary Fuel Combustion,408904.685,1002
2024,On-site Transportation,219.48638,1002
2024,Fugitives (Venting),9.72085,1002
2024,Fugitives (Leakage),280.55956,897
2024,Stationary Fuel Combustion,15414.67044,897
2024,Fugitives (Venting),333.33163,897
2024,Fugitives (Flaring),3071.22,1254
2024,Fugitives (Leakage),532.731,1254
2024,Stationary Fuel Combustion,9068.581,1254
2024,Fugitives (Leakage),506.07259,324
2024,Stationary Fuel Combustion,12406.92201,324
2024,Fugitives (Venting),469.91056,324
2024,Fugitives (Flaring),5525.635,1253
2024,Fugitives (Leakage),237.32,1253
2024,Stationary Fuel Combustion,4964.375,1253
2024,Fugitives (Leakage),189.29361,896
2024,Stationary Fuel Combustion,11356.58936,896
2024,Fugitives (Venting),216.40813,896
2024,Fugitives (Flaring),760.55,1255
2024,Fugitives (Leakage),3136.357,1255
2024,Stationary Fuel Combustion,12508.01,1255
2024,Fugitives (Venting),5.685,1255
2024,Fugitives (Flaring),5146.367,1256
2024,Fugitives (Leakage),114.608,1256
2024,Stationary Fuel Combustion,4935.873,1256
2024,Fugitives (Venting),75.308,1256
2024,Fugitives (Flaring),3717.982,1050
2024,Fugitives (Leakage),431.319,1050
2024,Stationary Fuel Combustion,14415.796,1050
2024,Fugitives (Venting),229.782,1050
2024,Fugitives (Flaring),1246.919,659
2024,Fugitives (Leakage),486.716,659
2024,Stationary Fuel Combustion,30425.576,659
2024,Fugitives (Venting),163.693,659
2024,Fugitives (Flaring),197.851,661
2024,Fugitives (Leakage),130.503,661
2024,Stationary Fuel Combustion,20468.457,661
2024,Fugitives (Flaring),424.829,660
2024,Fugitives (Leakage),114.02,660
2024,Stationary Fuel Combustion,35047.218,660
2024,Fugitives (Flaring),2908.415,481
2024,Fugitives (Leakage),1004.316,481
2024,Stationary Fuel Combustion,60566.943,481
2024,Fugitives (Venting),9.548,481
2024,Fugitives (Flaring),215.127,838
2024,Fugitives (Leakage),322.511,838
2024,Stationary Fuel Combustion,19734.937,838
2024,Fugitives (Venting),19.803,838
2024,Fugitives (Flaring),377.999,480
2024,Stationary Fuel Combustion,11048.49,480
2024,Fugitives (Venting),0.057,480
2024,Fugitives (Flaring),10891.15418,1392
2024,Fugitives (Leakage),366.553224,1392
2024,Stationary Fuel Combustion,187449.6616,1392
2024,Fugitives (Venting),50.518255,1392
2024,Fugitives (Flaring),1355.9482,991
2024,Fugitives (Leakage),29.3022,991
2024,Stationary Fuel Combustion,49107.8479,991
2024,Fugitives (Flaring),146.9912,1508
2024,Fugitives (Leakage),0.0868,1508
2024,Stationary Fuel Combustion,13741.4147,1508
2024,Fugitives (Venting),415.728,1508
2024,Fugitives (Flaring),514.4718,890
2024,Fugitives (Leakage),24.2741,890
2024,Stationary Fuel Combustion,14395.582,890
2024,Fugitives (Venting),312.1193,890
2024,Fugitives (Flaring),7328.619,993
2024,Fugitives (Leakage),235.798,993
2024,Stationary Fuel Combustion,19143.76,993
2024,Fugitives (Venting),78.471,993
2024,Fugitives (Flaring),9958.90035,1698
2024,Fugitives (Leakage),103.07727,1698
2024,Stationary Fuel Combustion,244.44437,1698
2024,Fugitives (Venting),32.26802,1698
2024,Fugitives (Flaring),23438.66293,1547
2024,Fugitives (Leakage),103.07727,1547
2024,Stationary Fuel Combustion,1279.50691,1547
2024,Fugitives (Flaring),9923.74106,1811
2024,Fugitives (Leakage),103.07727,1811
2024,Stationary Fuel Combustion,667.6443,1811
2024,Fugitives (Flaring),79.99709,852
2024,Fugitives (Leakage),37.93825,852
2024,Stationary Fuel Combustion,14137.59222,852
2024,Fugitives (Venting),60.30286,852
2024,Fugitives (Flaring),623.68691,1335
2024,Fugitives (Leakage),421.22494,1335
2024,Stationary Fuel Combustion,21937.42165,1335
2024,Fugitives (Venting),2718.29809,1335
2024,Fugitives (Flaring),221.49615,1548
2024,Fugitives (Leakage),201.39967,1548
2024,Stationary Fuel Combustion,17054.05491,1548
2024,Fugitives (Venting),3231.99455,1548
2024,Fugitives (Flaring),70.07737,1810
2024,Stationary Fuel Combustion,10633.09865,1810
2024,Fugitives (Venting),139.71284,1810
2024,Fugitives (Flaring),176.97064,1700
2024,Stationary Fuel Combustion,1015.79161,1700
2024,Fugitives (Venting),17369.99519,1700
2024,Fugitives (Flaring),6856.62106,1440
2024,Fugitives (Leakage),36.33603,1440
2024,Stationary Fuel Combustion,84357.77024,1440
2024,Fugitives (Flaring),2552.2708,976
2024,Fugitives (Leakage),23.52251,976
2024,Stationary Fuel Combustion,19811.35388,976
2024,Fugitives (Flaring),5078.88872,1809
2024,Stationary Fuel Combustion,24611.12276,1809
2024,Fugitives (Venting),73.15638,1809
2024,Fugitives (Flaring),31246.05359,280
2024,Fugitives (Leakage),163.15968,280
2024,Stationary Fuel Combustion,68132.22473,280
2024,Fugitives (Venting),0.112,280
2024,Fugitives (Flaring),71.32145,1338
2024,Fugitives (Leakage),17.31584,1338
2024,Stationary Fuel Combustion,17924.45076,1338
2024,Fugitives (Flaring),1642.34739,955
2024,Fugitives (Leakage),382.22971,955
2024,Stationary Fuel Combustion,29339.48516,955
2024,Fugitives (Venting),57.22319,955
2024,Fugitives (Flaring),7239.11258,767
2024,Fugitives (Leakage),5.77073,767
2024,Stationary Fuel Combustion,4250.48265,767
2024,Fugitives (Venting),379.00881,767
2024,Fugitives (Flaring),12326.36675,1549
2024,Fugitives (Leakage),103.07727,1549
2024,Fugitives (Venting),261.4796,1549
2024,Fugitives (Flaring),1231.51592,1246
2024,Fugitives (Leakage),211.77918,1246
2024,Stationary Fuel Combustion,34062.21994,1246
2024,Fugitives (Venting),2998.13188,1246
2024,Fugitives (Leakage),9.27667,1337
2024,Stationary Fuel Combustion,16850.98235,1337
2024,Fugitives (Flaring),13543.87935,265
2024,Fugitives (Leakage),10.93108,265
2024,Stationary Fuel Combustion,19105.91894,265
2024,Fugitives (Venting),3.588,265
2024,Stationary Fuel Combustion,69523.0985,513
2024,Stationary Fuel Combustion,10338.4362,1672
2024,On-site Transportation,300.5023,1672
2024,Fugitives (Leakage),15.6966,1336
2024,Stationary Fuel Combustion,16023.5794,1336
2024,Fugitives (Venting),2233.045,1336
2024,Fugitives (Flaring),81274.59035,430
2024,Fugitives (Leakage),2895.61215,430
2024,Stationary Fuel Combustion,58157.02118,430
2024,Fugitives (Venting),1343.19275,430
2024,Fugitives (Flaring),91.6317,1376
2024,Fugitives (Leakage),631.8706,1376
2024,Stationary Fuel Combustion,11848.609,1376
2024,Fugitives (Venting),2569.5542,1376
2024,Fugitives (Leakage),2831.7869,1290
2024,Stationary Fuel Combustion,26917.2623,1290
2024,Fugitives (Venting),4478.6644,1290
2024,Fugitives (Flaring),655.7346,1377
2024,Fugitives (Leakage),1299.6558,1377
2024,Stationary Fuel Combustion,19583.4443,1377
2024,Fugitives (Venting),5023.9299,1377
2024,CO2 from Biomass Combustion,0.0,400
2024,Stationary Fuel Combustion,8650.918,400
2024,On-site Transportation,4063.5808,400
2024,Waste,8726.2952,400
2024,Stationary Fuel Combustion,43595.4365,374
2024,Stationary Fuel Combustion,93873.027,577
2024,Fugitives (Leakage),27.605,832
2024,Stationary Fuel Combustion,9858.0013,832
2024,Fugitives (Venting),185.888,832
2024,Stationary Fuel Combustion,10820.8714,1314
2024,Stationary Fuel Combustion,23135.5726,1313
2024,Stationary Fuel Combustion,18765.0903,655
2024,On-site Transportation,0.9586,655
2024,Stationary Fuel Combustion,16982.5928,373
2023,Fugitives (Flaring),165.0,200
2023,Stationary Fuel Combustion,472019.7732,200
2023,Industrial Process,112683.1786,200
2023,On-site Transportation,706.077,200
2024,Stationary Fuel Combustion,120668.235,119
2024,Industrial Process,61666.6021,119
2024,On-site Transportation,7647.35013,119
2024,CO2 from Biomass Combustion,0.0,350
2024,On-site Transportation,13.484467,350
2024,Waste,129911.2274,350
2024,Stationary Fuel Combustion,64551.8897,410
2024,On-site Transportation,1097.935955,410
2024,Wastewater,1121.48,410
2024,Stationary Fuel Combustion,8604.4702,754
2024,On-site Transportation,1099.1207,754
2024,Fugitives (Venting),7607.492,754
2024,CO2 from Biomass Combustion,0.0,1512
2024,Stationary Fuel Combustion,12656.8626,1512
2024,On-site Transportation,981.7788,1512
2024,CO2 from Biomass Combustion,0.0,534
2024,Stationary Fuel Combustion,14799.6825,534
2024,On-site Transportation,285803.2662,534
2024,Waste,4103.8626,534
2024,Wastewater,0.159,534
2024,Stationary Fuel Combustion,14866.942,1012
2024,On-site Transportation,179.3012,1012
2024,Stationary Fuel Combustion,9.66834,1110
2024,On-site Transportation,345.69945,1110
2024,Waste,49310.65,1110
2024,Fugitives (Flaring),5597.71775,988
2024,Fugitives (Leakage),157.8689,988
2024,Stationary Fuel Combustion,32889.0197,988
2024,Fugitives (Venting),2483.90915,988
2024,CO2 from Biomass Combustion,0.0,134
2024,Stationary Fuel Combustion,69628.7618,134
2024,Industrial Process,2031.2,134
2024,On-site Transportation,789.258,134
2024,Stationary Fuel Combustion,13969.59,1138
2024,On-site Transportation,175.4802,1138
2024,On-site Transportation,220.1012,1065
2024,Waste,53953.04,1065
2024,Stationary Fuel Combustion,11825.20808,483
2024,On-site Transportation,105621.4098,483
2024,Wastewater,318.781827,483
2024,Stationary Fuel Combustion,247.20898,231
2024,Industrial Process,15897.072,231
2024,On-site Transportation,188.49488,231
2024,Fugitives (Flaring),2782.679,98
2024,Fugitives (Leakage),25.1272,98
2024,Industrial Process,20557.4962,98
2024,Fugitives (Venting),4767.098,98
2024,Waste,637.4115,98
2024,Wastewater,1593.5289,98
2024,Fugitives (Flaring),2688.1371,176
2024,Fugitives (Leakage),82.782,176
2024,Stationary Fuel Combustion,116885.0548,176
2024,Industrial Process,191671.875,176
2024,On-site Transportation,369.2313,176
2024,Fugitives (Venting),1617.2313,176
2024,Wastewater,226.317,176
2024,Stationary Fuel Combustion,8821.833,645
2024,Industrial Process,4367.1201,645
2024,On-site Transportation,463.5883,645
2024,CO2 from Biomass Combustion,0.0,251
2024,Stationary Fuel Combustion,10.3768,251
2024,Waste,16237.2,251
2024,Stationary Fuel Combustion,17228.99,964
2024,On-site Transportation,31.957,964
2024,Fugitives (Flaring),2547.731,732
2024,Stationary Fuel Combustion,4106.2472,732
2024,Wastewater,47642.48,732
2024,Waste,100493.008,274
2024,Waste,12327.896,284
2024,CO2 from Biomass Combustion,0.0,275
2024,Stationary Fuel Combustion,18.47525,275
2024,On-site Transportation,1166.7291,275
2024,Waste,332597.675,275
2024,Stationary Fuel Combustion,702229.7716,152
2024,On-site Transportation,3401.4821,152
2024,Stationary Fuel Combustion,12007.4333,1114
2024,Fugitives (Flaring),1992.3815,1528
2024,Fugitives (Leakage),65.0085,1528
2024,Stationary Fuel Combustion,12147.1771,1528
2024,Fugitives (Flaring),22852.485,194
2024,Fugitives (Leakage),332.0604,194
2024,Stationary Fuel Combustion,695046.7077,194
2024,Industrial Process,72.415928,194
2024,On-site Transportation,433.480185,194
2024,Fugitives (Venting),1795.1912,194
2024,Wastewater,831.57337,194
2024,Fugitives (Flaring),37166.2379,1527
2024,Stationary Fuel Combustion,2725.2212,1527
2024,Fugitives (Flaring),9728.908,1755
2024,Stationary Fuel Combustion,452.2346,1755
2024,Fugitives (Flaring),932.4817,1602
2024,Fugitives (Leakage),25.5445,1602
2024,Stationary Fuel Combustion,11046.597,1602
2024,Fugitives (Venting),183.9738,1602
2024,CO2 from Biomass Combustion,0.0,362
2024,Fugitives (Flaring),31.27173,362
2024,Stationary Fuel Combustion,17271.12903,362
2024,On-site Transportation,346.8577,362
2024,Wastewater,493.68992,362
2024,Fugitives (Flaring),1148.7507,932
2024,Stationary Fuel Combustion,5450.2682,932
2024,Fugitives (Venting),6083.6814,932
2024,Stationary Fuel Combustion,17498.02018,1681
2024,Stationary Fuel Combustion,23785.20675,1808
2024,Fugitives (Flaring),819.55533,59
2024,Fugitives (Leakage),4103.52713,59
2024,Stationary Fuel Combustion,420672.7273,59
2024,Industrial Process,1446.05289,59
2024,On-site Transportation,47.925,59
2024,Fugitives (Venting),25989.7016,59
2024,Fugitives (Flaring),7022.38096,1248
2024,Fugitives (Leakage),1088.97688,1248
2024,Stationary Fuel Combustion,3396.8107,1248
2024,On-site Transportation,10.441,1248
2024,Fugitives (Flaring),5645.24075,1760
2024,Fugitives (Leakage),132.23402,1760
2024,Stationary Fuel Combustion,5243.91984,1760
2024,On-site Transportation,4.801,1760
2024,Stationary Fuel Combustion,394010.8131,95
2024,On-site Transportation,4.169437,95
2024,CO2 from Biomass Combustion,0.0,945
2024,Stationary Fuel Combustion,19840.51703,945
2024,Industrial Process,182.407,945
2024,Wastewater,21.179595,945
2024,Fugitives (Flaring),180645.1266,162
2024,Fugitives (Leakage),268.422186,162
2024,Stationary Fuel Combustion,3138400.734,162
2024,Industrial Process,191.1493,162
2024,On-site Transportation,1516.445406,162
2024,Fugitives (Venting),64905.77288,162
2024,CO2 from Biomass Combustion,0.0,67
2024,Stationary Fuel Combustion,133951.5784,67
2024,On-site Transportation,2935.4455,67
2024,Wastewater,266.06,67
2024,CO2 from Biomass Combustion,0.0,1601
2024,Stationary Fuel Combustion,4162.4293,1601
2024,On-site Transportation,1378.0331,1601
2024,Waste,3242.6436,1601
2024,Stationary Fuel Combustion,126249.9207,445
2024,On-site Transportation,4860.9284,445
2024,Wastewater,17.8052,445
2024,Stationary Fuel Combustion,10.8574,1750
2024,On-site Transportation,14.492864,1750
2024,Stationary Fuel Combustion,10.8574,1592
2024,Industrial Process,10.669,1592
2024,On-site Transportation,22.651069,1592
2024,Stationary Fuel Combustion,0.433114,1276
2024,On-site Transportation,13.87851,1276
2024,Stationary Fuel Combustion,0.000131,1277
2024,On-site Transportation,17.110875,1277
2024,Stationary Fuel Combustion,142738.0814,406
2024,Industrial Process,204.0,406
2024,On-site Transportation,37683.07997,406
2024,Stationary Fuel Combustion,35.588027,1342
2024,On-site Transportation,23.940411,1342
2024,Stationary Fuel Combustion,4.4e-05,1278
2024,On-site Transportation,13.061885,1278
2024,CO2 from Biomass Combustion,0.0,944
2024,Stationary Fuel Combustion,40.20465,944
2024,Waste,84439.24455,944
2024,Stationary Fuel Combustion,19.302045,1428
2024,On-site Transportation,39.14644,1428
2024,Fugitives (Flaring),9869.379586,1623
2024,Fugitives (Leakage),430.78075,1623
2024,Stationary Fuel Combustion,3265.527235,1623
2024,Fugitives (Flaring),30235.782,1666
2024,Fugitives (Leakage),78.044,1666
2024,Stationary Fuel Combustion,42761.779,1666
2024,On-site Transportation,975.765,1666
2024,Fugitives (Venting),894.634,1666
2024,Fugitives (Leakage),75.499,1668
2024,Stationary Fuel Combustion,555683.438,1668
2024,On-site Transportation,429.139,1668
2024,Stationary Fuel Combustion,0.000471,1279
2024,Industrial Process,31.9835,1279
2024,On-site Transportation,62.068359,1279
2024,Stationary Fuel Combustion,36174.12668,278
2024,Industrial Process,59966.69162,278
2024,On-site Transportation,881.41952,278
2024,Stationary Fuel Combustion,10736.83,1534
2024,Industrial Process,217.23,1534
2024,On-site Transportation,149.292,1534
2024,CO2 from Biomass Combustion,0.0,63
2024,Stationary Fuel Combustion,132502.269,63
2024,On-site Transportation,67.619013,63
2024,Stationary Fuel Combustion,11548.8446,865
2024,Stationary Fuel Combustion,0.00051,1593
2024,Industrial Process,31.9835,1593
2024,On-site Transportation,30.112149,1593
2024,Fugitives (Flaring),2028.442708,1525
2024,Fugitives (Leakage),102.72997,1525
2024,Stationary Fuel Combustion,26141.62501,1525
2024,Fugitives (Venting),240.946074,1525
2024,Fugitives (Flaring),4211.168513,1524
2024,Fugitives (Leakage),59.90896,1524
2024,Stationary Fuel Combustion,78212.03523,1524
2024,Fugitives (Venting),149.44821,1524
2024,Fugitives (Flaring),468.891491,1480
2024,Fugitives (Leakage),34.806275,1480
2024,Stationary Fuel Combustion,27765.36443,1480
2024,Fugitives (Venting),76.580423,1480
2024,Fugitives (Flaring),38.537405,1807
2024,Fugitives (Leakage),136.366034,1807
2024,Stationary Fuel Combustion,653.945708,1807
2024,Fugitives (Venting),58.45688,1807
2024,CO2 from Biomass Combustion,0.0,50
2024,Fugitives (Flaring),2424.136641,50
2024,Stationary Fuel Combustion,47522.07,50
2024,Wastewater,1506.133669,50
2024,Stationary Fuel Combustion,23772.97392,856
2024,On-site Transportation,38.27427,856
2024,CO2 from Biomass Combustion,0.0,14
2024,Stationary Fuel Combustion,14406.26,14
2024,CO2 from Biomass Combustion,0.0,1280
2024,Stationary Fuel Combustion,1.612668,1280
2024,On-site Transportation,17.66771,1280
2024,Fugitives (Flaring),10185.20427,178
2024,Stationary Fuel Combustion,16307.04771,178
2024,Fugitives (Venting),6078.43782,178
2024,Fugitives (Flaring),989.7453,94
2024,Stationary Fuel Combustion,229941.69,94
2024,Industrial Process,100582.8338,94
2024,On-site Transportation,1293.0632,94
2024,Fugitives (Venting),2353.90696,94
2024,Stationary Fuel Combustion,828753.0606,527
2024,Fugitives (Leakage),12.0422,476
2024,Stationary Fuel Combustion,248821.7954,476
2024,On-site Transportation,0.0427,476
2024,Fugitives (Venting),10.129,476
2024,Stationary Fuel Combustion,9225.85,1170
2024,On-site Transportation,2.76,1170
2024,Stationary Fuel Combustion,3372.175,621
2024,On-site Transportation,6369.3245,621
2024,Waste,311.138,621
2024,CO2 from Biomass Combustion,0.0,1438
2024,Fugitives (Flaring),414.1618,1438
2024,Stationary Fuel Combustion,86.531,1438
2024,On-site Transportation,924.113,1438
2024,Waste,57372.896,1438
2024,Stationary Fuel Combustion,31392.132,73
2024,On-site Transportation,77.9245,73
2024,Waste,20625.164,73
2024,Fugitives (Leakage),1734.64693,1252
2024,Stationary Fuel Combustion,121829.9932,1252
2024,Industrial Process,394.511,1252
2024,Fugitives (Venting),0.40121,1252
2024,Stationary Fuel Combustion,17442.69332,715
2024,Stationary Fuel Combustion,20066.4914,1806
2024,Industrial Process,28789.03,1806
2024,On-site Transportation,23.2017,1806
2024,Wastewater,154.4778,1806
2024,CO2 from Biomass Combustion,0.0,742
2024,On-site Transportation,381.78,742
2024,Waste,54638.21,742
2024,Waste,39866.79,1075
2024,Fugitives (Flaring),9572.66823,1805
2024,Fugitives (Leakage),27.78104,1805
2024,Stationary Fuel Combustion,240.38213,1805
2024,On-site Transportation,49.37043,1805
2024,Fugitives (Venting),1993.00332,1805
2024,Fugitives (Flaring),2735.1045,601
2024,Stationary Fuel Combustion,32268.1,601
2024,On-site Transportation,181.4817,601
2024,Stationary Fuel Combustion,81368.2433,308
2024,On-site Transportation,318.7797,308
2024,Stationary Fuel Combustion,58113.28,1245
2024,On-site Transportation,318.21,1245
2024,Waste,67.96223,1245
2024,Wastewater,9.43665,1245
2024,Fugitives (Leakage),29.1024,187
2024,Stationary Fuel Combustion,205121.1712,187
2024,Fugitives (Venting),0.007396,187
2024,Stationary Fuel Combustion,60664.3636,269
2024,Fugitives (Leakage),673.6387,46
2024,Stationary Fuel Combustion,370052.1585,46
2024,Fugitives (Venting),40.2797,46
2024,Fugitives (Leakage),17.1518,140
2024,Stationary Fuel Combustion,886356.9666,140
2024,Fugitives (Venting),10.4534,140
2024,Fugitives (Flaring),287.19278,997
2024,Fugitives (Leakage),78.86895,997
2024,Stationary Fuel Combustion,40981.62343,997
2024,Fugitives (Venting),1739.4416,997
2024,Fugitives (Flaring),780.93898,1738
2024,Stationary Fuel Combustion,22348.44089,1738
2024,Fugitives (Venting),895.56512,1738
2024,Fugitives (Flaring),231.72335,1671
2024,Fugitives (Leakage),183.36549,1671
2024,Stationary Fuel Combustion,15975.78898,1671
2024,Fugitives (Venting),811.68655,1671
2024,Fugitives (Flaring),272.41799,978
2024,Fugitives (Leakage),791.42193,978
2024,Stationary Fuel Combustion,9646.55653,978
2024,Fugitives (Venting),3695.25186,978
2024,Fugitives (Flaring),193.36166,1804
2024,Fugitives (Leakage),9.13155,1804
2024,Stationary Fuel Combustion,12139.95409,1804
2024,Fugitives (Venting),140.18602,1804
2024,Fugitives (Flaring),971.24838,1739
2024,Fugitives (Leakage),95.53075,1739
2024,Stationary Fuel Combustion,10669.91694,1739
2024,Fugitives (Venting),33.39774,1739
2024,Fugitives (Flaring),172.10743,698
2024,Fugitives (Leakage),165.95067,698
2024,Stationary Fuel Combustion,8717.06421,698
2024,Fugitives (Venting),980.49745,698
2024,Fugitives (Leakage),146.2518,285
2024,Stationary Fuel Combustion,199670.6563,285
2024,Fugitives (Venting),704.1466,285
2024,Stationary Fuel Combustion,20120.84395,1546
2024,Stationary Fuel Combustion,3603.813,1389
2024,On-site Transportation,556.055,1389
2024,Waste,15684.6,1389
2024,CO2 from Biomass Combustion,0.0,466
2024,Stationary Fuel Combustion,110030.1042,466
2024,On-site Transportation,1397.0335,466
2024,Stationary Fuel Combustion,15502.52527,1153
2024,On-site Transportation,303.648245,1153
2024,Stationary Fuel Combustion,86011.4946,1649
2024,Industrial Process,1581.6,1649
2024,On-site Transportation,70169.539,1649
2024,Stationary Fuel Combustion,1723218.36,300
2024,Stationary Fuel Combustion,44040.7959,631
2024,On-site Transportation,1071.6986,631
2024,CO2 from Biomass Combustion,0.0,328
2024,Fugitives (Flaring),373.24,328
2024,On-site Transportation,639.1,328
2024,Waste,81002.32,328
2024,Stationary Fuel Combustion,109439.1276,442
2024,On-site Transportation,2102.6586,442
2024,Stationary Fuel Combustion,33079.6841,548
2024,On-site Transportation,1487.718,548
2024,Stationary Fuel Combustion,38.665932,1119
2024,On-site Transportation,76.497102,1119
2024,Waste,22088.666,1119
2024,CO2 from Biomass Combustion,0.0,293
2024,Stationary Fuel Combustion,53394.6525,293
2024,On-site Transportation,99.0419,293
2024,CO2 from Biomass Combustion,0.0,65
2024,Stationary Fuel Combustion,26452.21034,65
2024,Industrial Process,35.823831,65
2024,On-site Transportation,943.1179,65
2024,Fugitives (Flaring),4688.82494,380
2024,Fugitives (Leakage),293.01483,380
2024,Stationary Fuel Combustion,167618.7705,380
2024,Fugitives (Venting),155.28643,380
