facility_id,ghgrp_id,facility_name,npri_id,province,naics_code,naics_description
813,G11159,Warden Energy Centre,10448,Ontario,221330,Steam and Air-Conditioning Supply
814,G11161,Foothills Medical Centre Power Plant,15739,Alberta,221112,Fossil-Fuel Electric Power Generation
815,G11162,North Sheridan Landfill Site (Closed),10804,Ontario,562110,Waste Collection
816,G11164,Waterton Complex - Compressor Station W,17876,Alberta,211110,Oil and gas extraction (except oil sands)
817,G11165,BLIND RIVER REFINERY,3657,Ontario,325189,All Other Basic Inorganic Chemical Manufacturing
818,G11166,Lindbergh Custom Treating Facility,21098,Alberta,211110,Oil and gas extraction (except oil sands)
819,G11167,LA BRASSERIE LABATT,3107,Quebec,312120,Breweries
820,G11168,Niton Sweet Gas Plant,5345,Alberta,211110,Oil and gas extraction (except oil sands)
821,G11171,WASTEWATER TREATMENT PLANT,5347,Saskatchewan,221320,Sewage Treatment Facilities
822,G11172,Toyota Motor Manufacturing Canada Inc. (Woodstock),11576,Ontario,336110,Automobile and Light-Duty Motor Vehicle Manufacturing
823,G11173,BUNGE CANADA - ALTONA PLANT,159,Manitoba,311224,Oilseed Processing
824,G11174,BUNGE CANADA - FORT SASKATCHEWAN PLANT,4468,Alberta,311224,Oilseed Processing
825,G11175,BUNGE CANADA - HARROWBY PLANT,4896,Manitoba,311224,Oilseed Processing
826,G11176,Papeterie de Dolbeau,1979,Quebec,322121,Paper (except Newsprint) Mills
827,G11177,Sturgeon 13-07-069-24-W5 GP,17247,Alberta,211110,Oil and gas extraction (except oil sands)
828,G11179,JCWP 7-6,23628,Alberta,211110,Oil and gas extraction (except oil sands)
829,G11181,LRE - Cherhill Gas Plant 02-25,15475,Alberta,211110,Oil and gas extraction (except oil sands)
830,G11183,Beartrap Custom Treating Facility,21096,Alberta,211110,Oil and gas extraction (except oil sands)
831,G11186,BUNGE CANADA - NIPAWIN PLANT,163,Saskatchewan,311224,Oilseed Processing
832,G11187,North East Station 7-15,18580,Alberta,211110,Oil and gas extraction (except oil sands)
833,G11196,Wild Hay Gas Battery 13-24,,Alberta,211110,Oil and gas extraction (except oil sands)
834,G11200,Smoky Sweet Gas Plant 07-36,,Alberta,211110,Oil and gas extraction (except oil sands)
835,G11203,LET de La Nouvelle-Beauce,32981,Quebec,562210,Waste Treatment and Disposal
836,G11205,Ferrier 01-34-040-09 W5M,,Alberta,211110,Oil and gas extraction (except oil sands)
837,G11206,Installations Portuaires et Services Ferroviaires,5561,Quebec,482112,Short-Haul Freight Rail Transportation
838,G11207,Hythe Comp Stn A-029-H,22311,British Columbia,211110,Oil and gas extraction (except oil sands)
839,G11208,Usine de Gatineau,929,Quebec,322122,Newsprint Mills
840,G11209,Centrale de Kuujjuaq,6147,Quebec,221112,Fossil-Fuel Electric Power Generation
841,G11210,Centrale d'Obedjiwan,6145,Quebec,221112,Fossil-Fuel Electric Power Generation
842,G11211,Prairie Green IWMF,21058,Manitoba,562210,Waste Treatment and Disposal
843,G11212,Kapuskasing Paper Mill,2173,Ontario,322122,Newsprint Mills
844,G11213,Cactus Lake Battery,6640,Saskatchewan,211110,Oil and gas extraction (except oil sands)
845,G11215,Midale Complex 07-12-06-11W2,5255,Saskatchewan,211110,Oil and gas extraction (except oil sands)
846,G11216,Consort Sweet Gas Plant,15385,Alberta,211110,Oil and gas extraction (except oil sands)
847,G11217,Wildhay Cecilia-Kaybob Plant,19309,Alberta,211110,Oil and gas extraction (except oil sands)
848,G11219,Leafland Facility,15348,Alberta,211110,Oil and gas extraction (except oil sands)
849,G11220,Air Liquide Canada - Hamilton (ASU and H2),3503,Ontario,325120,Industrial Gas Manufacturing
850,G11221,"Cascades Groupe Tissu Candiac, une division de Cascades Canada ULC",2524,Quebec,322121,Paper (except Newsprint) Mills
851,G11225,Graphic Packaging International Canada ULC - East Angus,8743,Quebec,322130,Paperboard Mills
852,G11226,Everdell 14-20-038-07W5 GP,17116,Alberta,211110,Oil and gas extraction (except oil sands)
853,G11227,Armstrong Division,7941,British Columbia,321212,Softwood Veneer and Plywood Mills
854,G11228,Soda Creek,7939,British Columbia,321111,Sawmills (except Shingle and Shake Mills)
855,G11229,"Cascades Groupe Tissu Kingsey Falls, une division de Cascades Canada ULC",5541,Quebec,322291,Sanitary Paper Product Manufacturing
856,G11231,ArcelorMittal Longueuil,6165,Quebec,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing
857,G11232,Moose Mountain Compressor Station,17872,Alberta,211110,Oil and gas extraction (except oil sands)
858,G11233,Bonnybrook Wastewater Treatment Plant,5308,Alberta,221320,Sewage Treatment Facilities
859,G11234,Greenway Pollution Control Centre,4743,Ontario,221320,Sewage Treatment Facilities
860,G11235,Drayton Valley Sawmill,2760,Alberta,321111,Sawmills (except Shingle and Shake Mills)
861,G11236,Joffre Nitrogen Operations,1175,Alberta,325313,Chemical Fertilizer (except Potash) Manufacturing
862,G11238,Dunvegan Plant 15-03-081-04 W6M,,Alberta,211110,Oil and gas extraction (except oil sands)
863,G11239,Alberta Processing Company,2365,Alberta,311614,Rendering and Meat Processing from Carcasses
864,G11240,Northern Alberta Processing Company,4910,Alberta,311614,Rendering and Meat Processing from Carcasses
865,G11241,Guelph Glass Plant,3287,Ontario,327214,Glass Manufacturing
866,G11242,Établissement 01,1961,Quebec,336410,Aerospace Product and Parts Manufacturing
867,G11243,Etobicoke Casting Plant,199,Ontario,331523,Non-Ferrous Die-Casting Foundries
868,G11245,Steelman Gas Plant,4157,Saskatchewan,211110,Oil and gas extraction (except oil sands)
869,G11249,Pembina  North Gas Plant,689,Alberta,211110,Oil and gas extraction (except oil sands)
870,G11251,"Alberta Plywood, a division of West Fraser Mills Ltd.",7787,Alberta,321212,Softwood Veneer and Plywood Mills
871,G11252,Nottingham Gas Plant 07-17-005-32-W1,17261,Saskatchewan,211110,Oil and gas extraction (except oil sands)
872,G11253,Centrica Compressor Station 10-10,17605,Alberta,211110,Oil and gas extraction (except oil sands)
873,G11256,East River,5070,Nova Scotia,321216,Particle Board and Fibreboard Mills
874,G11257,Turin Sour Gas Plant,18125,Alberta,211110,Oil and gas extraction (except oil sands)
875,G11258,01-30 South Swan Hills CS,17445,Alberta,211110,Oil and gas extraction (except oil sands)
876,G11260,PETRO-CAN WHITECOURT,3757,Alberta,211110,Oil and gas extraction (except oil sands)
877,G11262,Teepee Creek Plant 07-02-074-04 W6M,,Alberta,211110,Oil and gas extraction (except oil sands)
878,G11264,Chime 08-13,25287,Alberta,211110,Oil and gas extraction (except oil sands)
879,G11265,Alder Flats Sweet Gas Plant,,Alberta,211110,Oil and gas extraction (except oil sands)
880,G11266,Ferrier Comp Stn 13-17,,Alberta,211110,Oil and gas extraction (except oil sands)
881,G11267,Hoadley Comp Station 08-06,18655,Alberta,211110,Oil and gas extraction (except oil sands)
882,G11269,Medicine River Sour Gas Plant,,Alberta,211110,Oil and gas extraction (except oil sands)
883,G11271,Peco Sweet Gas Plant,,Alberta,211110,Oil and gas extraction (except oil sands)
884,G11275,Viking Sweet Gas Plant,6626,Alberta,211110,Oil and gas extraction (except oil sands)
885,G11276,Wapiti Comp Station 07-23,,Alberta,211110,Oil and gas extraction (except oil sands)
886,G11277,Carrot Creek Gas Plant,18793,Alberta,211110,Oil and gas extraction (except oil sands)
887,G11279,Brazeau Comp Stn 02-10,18804,Alberta,221210,Natural Gas Distribution
888,G11280,Hussar Crowfoot Comp Stn 01-36,16498,Alberta,211110,Oil and gas extraction (except oil sands)
889,G11281,Hussar Crowfoot Sweet Gas Plant 14-01,16512,Alberta,211110,Oil and gas extraction (except oil sands)
890,G11283,Hythe Gas Battery 15-31,19562,Alberta,211110,Oil and gas extraction (except oil sands)
891,G11284,Redland Comp Stn 11-19,16711,Alberta,211110,Oil and gas extraction (except oil sands)
892,G11285,Redland Sweet Gas Plant (01-20),16532,Alberta,211110,Oil and gas extraction (except oil sands)
893,G11288,Countess Makepeace Sweet Gas Plant 12-33-022-18W4,16562,Alberta,211110,Oil and gas extraction (except oil sands)
894,G11290,Bassano Lathom Comp Stn 10-23-020-18W4,16572,Alberta,211110,Oil and gas extraction (except oil sands)
895,G11294,Suffield A2 Sour Gas Plant,16761,Alberta,211110,Oil and gas extraction (except oil sands)
896,G11296,Suffield CD Comp Stn 01-04,16737,Alberta,211110,Oil and gas extraction (except oil sands)
897,G11297,Suffield D Comp Stn 01-04,16736,Alberta,211110,Oil and gas extraction (except oil sands)
898,G11298,Suffield E Comp Stn 04-03,21453,Alberta,211110,Oil and gas extraction (except oil sands)
899,G11302,BLENHEIM LANDFILL,500366,Ontario,562210,Waste Treatment and Disposal
900,G11303,Peyto Wildhay 04-21-055-23W5,21755,Alberta,211110,Oil and gas extraction (except oil sands)
901,G11304,Peyto Kakwa 02-11-060-04W6,19085,Alberta,211110,Oil and gas extraction (except oil sands)
902,G11307,Ferrier 01-20-039-07 W5M,,Alberta,211110,Oil and gas extraction (except oil sands)
903,G11309,GoodFish South Sour Gas Plant 03-32,,Alberta,211110,Oil and gas extraction (except oil sands)
904,G11311,Eaglesham Culp 05-34-078-25 W5M,,Alberta,211110,Oil and gas extraction (except oil sands)
905,G11315,FCA Canada Inc. - Windsor Assembly Plant,3476,Ontario,336110,Automobile and Light-Duty Motor Vehicle Manufacturing
906,G11319,Port Hope Conversion Facility,1145,Ontario,325189,All Other Basic Inorganic Chemical Manufacturing
907,G11320,South Wapiti 16-36,,Alberta,211110,Oil and gas extraction (except oil sands)
908,G11322,Victoria Hospital,,Ontario,622111,General (except Paediatric) Hospitals
909,G11324,Alberta Hub Gas Storage Facility,24195,Alberta,211110,Oil and gas extraction (except oil sands)
910,G11325,NW Pure Alcohol and Spirits,24226,Saskatchewan,325190,Other Basic Organic Chemical Manufacturing
911,G11326,Hinton Gas Plant (06-32-51-25W5) - TOU,24141,Alberta,211110,Oil and gas extraction (except oil sands)
912,G11327,Horse 16-17-058-26W5 Compressor,24251,Alberta,211110,Oil and gas extraction (except oil sands)
913,G11328,Warner Oil Battery 04-20-007-16W4,17040,Alberta,211110,Oil and gas extraction (except oil sands)
914,G11330,Moose Mountain Oil Battery 02-23-023-07W5,18950,Alberta,211110,Oil and gas extraction (except oil sands)
915,G11331,Yorkton,24225,Saskatchewan,311224,Oilseed Processing
916,G11335,Olymel S.E.C. Red Deer,6519,Alberta,311617,Hog slaughtering
917,G11337,Camrose Regional Landfill,,Alberta,562210,Waste Treatment and Disposal
918,G11339,Niagara Road 12 Landfill Site,11893,Ontario,562210,Waste Treatment and Disposal
919,G11340,Bridge Street Landfiil Site,11892,Ontario,562210,Waste Treatment and Disposal
920,G11341,Elm Street Landfill Site,,Ontario,562210,Waste Treatment and Disposal
921,G11344,Wilson Creek 15-13-043-04W5 Compressor,16720,Alberta,211110,Oil and gas extraction (except oil sands)
922,G11345,Brazeau Office 01-01,17782,Alberta,211110,Oil and gas extraction (except oil sands)
923,G11348,GROUNDBIRCH GP 06-19-080-20W6,25026,British Columbia,211110,Oil and gas extraction (except oil sands)
924,G11349,BP CHAUVIN SOUTH 12-19,21865,Alberta,211110,Oil and gas extraction (except oil sands)
925,G11351,BCBT0000720,,British Columbia,211110,Oil and gas extraction (except oil sands)
926,G11355,Esther Sweet Gas Plant 13-19,,Alberta,211110,Oil and gas extraction (except oil sands)
927,G11357,Town North B-070-C/094-G-01,26251,British Columbia,211110,Oil and gas extraction (except oil sands)
928,G11360,Younger NGL Extraction Plant,18126,British Columbia,211110,Oil and gas extraction (except oil sands)
929,G11361,Welded Tube (Q&T Plant),25110,Ontario,331210,Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel
930,G11362,BPCO Edmonton,19546,Alberta,324122,Asphalt Shingle and Coating Material Manufacturing
931,G11363,Chaparral Landfill,5200,Alberta,562210,Waste Treatment and Disposal
932,G11366,Valhalla Oil Battery 06-18,18841,Alberta,211110,Oil and gas extraction (except oil sands)
933,G11368,Valbruna ASW Inc.,3158,Ontario,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing
934,G11372,Kakwa Sour Gas Processing Plant 16-07-063-05W6,29060,Alberta,211110,Oil and gas extraction (except oil sands)
935,G11375,Young-Davidson,,Ontario,212220,Gold and Silver Ore Mining
936,G11377,Caribou D-032-C Super Battery,27982,British Columbia,211110,Oil and gas extraction (except oil sands)
937,G11378,Lily B-038-J/094-G-02,27985,British Columbia,211110,Oil and gas extraction (except oil sands)
938,G11379,Huron 15-34-079-17W6 Compressor,26194,British Columbia,211110,Oil and gas extraction (except oil sands)
939,G11380,Ferrier Compressor Station 04-13-039-09W5,26207,Alberta,211110,Oil and gas extraction (except oil sands)
940,G11382,Projet Nunavik Nickel,27059,Quebec,212232,Nickel-Copper Ore Mining
941,G11385,Aquatera Grande Prairie WWTP (and Landfill),5380,Alberta,221320,Sewage Treatment Facilities
942,G11386,Robin Hood Bay Regional Waste Management Facility,29941,Newfoundland and Labrador,562210,Waste Treatment and Disposal
943,G11387,Anderson Gas Plant (01-09-051-24W5) - TOU,26195,Alberta,211110,Oil and gas extraction (except oil sands)
944,G11388,Eastern Ontario Waste Handling Facility – Landfill,26472,Ontario,562210,Waste Treatment and Disposal
945,G11389,Jansen Project,26259,Saskatchewan,212396,Potash Mining
946,G11390,Fonderie Bibby Sainte-Croix,4330,Quebec,331511,Iron Foundries
947,G11391,Ante Creek North Sweet Gas Plant 10-07,,Alberta,211110,Oil and gas extraction (except oil sands)
948,G11392,Vero Edson Sweet Gas Plant 12-15-053-15W5,22540,Alberta,211110,Oil and gas extraction (except oil sands)
949,G11394,Leitchville Sour Gas Plant,27014,Saskatchewan,211110,Oil and gas extraction (except oil sands)
950,G11397,Fort Hills Oil Sands,26403,Alberta,211142,Mined oil sands extraction
951,G11398,Ferrero Canada Limited,26405,Ontario,311351,Chocolate and chocolate confectionery manufacturing from cacao beans
952,G11402,Altares D-097-G/094-B-08,27981,British Columbia,211110,Oil and gas extraction (except oil sands)
953,G11404,W Gundy B-032-B/094-B-16,27858,British Columbia,211110,Oil and gas extraction (except oil sands)
954,G11405,Lily A-29-J Gas Plant,27984,British Columbia,211110,Oil and gas extraction (except oil sands)
955,G11407,Resthaven 02-10-060-01W6 GGS,25220,Alberta,211110,Oil and gas extraction (except oil sands)
956,G11409,Hangingstone Expansion Project,27866,Alberta,211141,In-situ oil sands extraction
957,G11411,Golden Lake Oil Multi Well Battery 14-13-047-23W3,28035,Saskatchewan,211110,Oil and gas extraction (except oil sands)
958,G11412,Ferguson Oil Bty 1-21-3-17W4,27700,Alberta,211110,Oil and gas extraction (except oil sands)
959,G11413,Ferguson Compressor Station 03-25-003-17W4,27699,Alberta,211110,Oil and gas extraction (except oil sands)
960,G11415,Altares Gas Plant b-24-H,27548,British Columbia,211110,Oil and gas extraction (except oil sands)
961,G11416,Sarnia CO2 & Dry Ice Plant,29865,Ontario,325120,Industrial Gas Manufacturing
962,G11418,Wildhay Gas Plant (11-16-055-24W5) - TOU,28047,Alberta,211110,Oil and gas extraction (except oil sands)
963,G11421,Wapiti Comp stn 15-09,,Alberta,211110,Oil and gas extraction (except oil sands)
964,G11423,Veolia ES Canada Services Industriels inc.,27917,Quebec,562910,Remediation Services
965,G11425,Installations portuaires de Port-Cartier,27752,Quebec,488310,Port and Harbour Operations
966,G11426,Julienne A-005-I/094-G-02,28719,British Columbia,211110,Oil and gas extraction (except oil sands)
967,G11427,Sasquatch B-32-E,28713,British Columbia,211110,Oil and gas extraction (except oil sands)
968,G11428,Gundy D-004-H/094-B-16,28717,British Columbia,211110,Oil and gas extraction (except oil sands)
969,G11430,Jedney A-065-I/094-G-01,28724,British Columbia,211110,Oil and gas extraction (except oil sands)
970,G11431,North Beg D-045-D/094-G-08,28723,British Columbia,211110,Oil and gas extraction (except oil sands)
971,G11432,Sundown B-067-H/093-P-10 Sweet Compressor,28657,British Columbia,211110,Oil and gas extraction (except oil sands)
972,G11433,Jedney C-007-H/094-G-01 Compressor,28516,British Columbia,211110,Oil and gas extraction (except oil sands)
973,G11434,Brazeau CS 06-27-047-14W5,15555,Alberta,211110,Oil and gas extraction (except oil sands)
974,G11437,Kerrobert 01-01-033-24W3,28494,Saskatchewan,211110,Oil and gas extraction (except oil sands)
975,G11439,Maple Leaf Foods - Heritage,28627,Ontario,311614,Rendering and Meat Processing from Carcasses
976,G11440,Kaybob 15-07-060-18W5 GP,22105,Alberta,211110,Oil and gas extraction (except oil sands)
977,G11443,Wapiti Gas Gathering 03-36,28646,Alberta,211110,Oil and gas extraction (except oil sands)
978,G11448,Laglace Oil Battery 14-29-074-08W6,28618,Alberta,211110,Oil and gas extraction (except oil sands)
979,G11449,Mountain Road Landfill,500315,Ontario,562210,Waste Treatment and Disposal
980,G11451,Cynthia GP & Bty,28621,Alberta,211110,Oil and gas extraction (except oil sands)
981,G11452,Kakwa 01-02-064-05W6,28748,Alberta,211110,Oil and gas extraction (except oil sands)
982,G11453,Kakwa 07-04-064-05W6,28749,Alberta,211110,Oil and gas extraction (except oil sands)
983,G11454,Kakwa 13-08-064-04W6,28746,Alberta,211110,Oil and gas extraction (except oil sands)
984,G11455,Kakwa 16-29-064-05 W6M,28747,Alberta,211110,Oil and gas extraction (except oil sands)
985,G11456,Kaybob 15-28,28437,Alberta,211110,Oil and gas extraction (except oil sands)
986,G11457,Karr Sour Gas Processing Plant,24548,Alberta,211110,Oil and gas extraction (except oil sands)
987,G11458,Kakwa 16-21-063-04W6,28703,Alberta,211110,Oil and gas extraction (except oil sands)
988,G11459,Musreau II 09-26-062-6W6,28709,Alberta,211110,Oil and gas extraction (except oil sands)
989,G11460,Plover SAGD 06-22,28642,Saskatchewan,211110,Oil and gas extraction (except oil sands)
990,G11461,Spirit River Gas Plant (03-10-077-07W6) - TOU,28771,Alberta,211110,Oil and gas extraction (except oil sands)
991,G11462,Pipestone Comp Stn 16-34,28184,Alberta,211110,Oil and gas extraction (except oil sands)
992,G11463,Harley 08-10-057-27W5 Compressor,28775,Alberta,211110,Oil and gas extraction (except oil sands)
993,G11464,Saturn Gas Plant 15-27,29018,British Columbia,211110,Oil and gas extraction (except oil sands)
994,G11465,Town B-008-I Super Battery,,British Columbia,211110,Oil and gas extraction (except oil sands)
995,G11469,Wilder Sweet Gas Plant 10-14,28915,British Columbia,211110,Oil and gas extraction (except oil sands)
996,G11470,BS 2 DIV C/ 2 CDSB (Valcartier),6116,Quebec,911110,Defence Services
997,G11471,Kelt Pouce Coupe 103/06-33-077-11W6M,29162,Alberta,211110,Oil and gas extraction (except oil sands)
998,G11472,Gahcho Kue Mine,29004,Northwest Territories,212392,Diamond Mining
999,G11474,Redland South Comp Station 06-04,16531,Alberta,211110,Oil and gas extraction (except oil sands)
1000,G11475,PFI Carrot Creek Comp Stn 08-36-051-14W5,23729,Alberta,211110,Oil and gas extraction (except oil sands)
1001,G11476,Wapiti Gas Battery 08-10,28916,Alberta,211110,Oil and gas extraction (except oil sands)
1002,G11477,Onion Lake Thermal 14-05-056-27W3,28991,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1003,G11478,Carrier et Bégin inc.,6446,Quebec,321111,Sawmills (except Shingle and Shake Mills)
1004,G11479,Stoney Creek Regional Facility,5657,Ontario,562210,Waste Treatment and Disposal
1005,G11480,Ansell Gas Plant (01-34-51-18W5) - TOU,26616,Alberta,211110,Oil and gas extraction (except oil sands)
1006,G11481,Edson Gas Plant (04-17-051-18W5) - TOU,29119,Alberta,211110,Oil and gas extraction (except oil sands)
1007,G11482,Mancal Zeta 11-10-049-12W5 Gas Plant,29037,Alberta,211110,Oil and gas extraction (except oil sands)
1008,G11483,Alder Flats Gas Plant 10-09,27978,Alberta,211110,Oil and gas extraction (except oil sands)
1009,G11484,13-11-062-27 W5M Simonette,25221,Alberta,211110,Oil and gas extraction (except oil sands)
1010,G11486,Tourmaline 12-06-081-07-W6,29120,Alberta,211110,Oil and gas extraction (except oil sands)
1011,G11490,Sunnybrook Health Sciences Centre,,Ontario,622111,General (except Paediatric) Hospitals
1012,G11491,Kildair Sorel-Tracy Terminal,,Quebec,412110,Petroleum Product Wholesaler-Distributors
1013,G11492,W.R. Grace Canada Corp.,2456,Quebec,325999,All Other Miscellaneous Chemical Product Manufacturing
1014,G11493,Aitken Creek Sour Gas Plant (c-038-C/94-H-04) - TOU,29533,British Columbia,211110,Oil and gas extraction (except oil sands)
1015,G11494,Edam CPF 06-11-048-19 W3M,29217,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1016,G11495,Edam West Thermal 11-19-048-20W3,29386,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1017,G11496,Rainy River Mine,29548,Ontario,212220,Gold and Silver Ore Mining
1018,G11497,Birley Umbach a72 Compressor (a-072-F/094-H-03) - TOU,29402,British Columbia,211110,Oil and gas extraction (except oil sands)
1019,G11498,Townsend Gas Plant,29399,British Columbia,211110,Oil and gas extraction (except oil sands)
1020,G11499,BUBBLES A-053-B/094-G-08,,British Columbia,211110,Oil and gas extraction (except oil sands)
1021,G11500,Cascades Lachute,29419,Quebec,322121,Paper (except Newsprint) Mills
1022,G11501,NBRHC,,Ontario,622111,General (except Paediatric) Hospitals
1023,G11502,Alameda Sour Gas Plant 16-08,29509,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1024,G11504,Kakwa 16-23-063-05 W6M,29485,Alberta,211110,Oil and gas extraction (except oil sands)
1025,G11505,Kakwa 08-06-064-04W6,29486,Alberta,211110,Oil and gas extraction (except oil sands)
1026,G11506,Kakwa 02-31-063-04W6,29488,Alberta,211110,Oil and gas extraction (except oil sands)
1027,G11507,Kakwa 04-14-064-05W6,29489,Alberta,211110,Oil and gas extraction (except oil sands)
1028,G11511,Pancan Alderson Monogram 13-14,16521,Alberta,211110,Oil and gas extraction (except oil sands)
1029,G11512,Homestead Hatton 14-2 Battery,17319,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1030,G11513,Bethune Mine,29761,Saskatchewan,212396,Potash Mining
1031,G11514,Wild River 11-22-055-24W5 Compressor,29557,Alberta,211110,Oil and gas extraction (except oil sands)
1032,G11515,Cecilia Gas Plant (15-04-058-23W5) - TOU,29558,Alberta,211110,Oil and gas extraction (except oil sands)
1033,G11516,Columbia Gas Plant (15-36-044-15W5) - TOU,29561,Alberta,211110,Oil and gas extraction (except oil sands)
1034,G11517,Redwater Fractionation Site Facility II (RFS II),29575,Alberta,211110,Oil and gas extraction (except oil sands)
1035,G11518,Ante Creek Multi-Well Gas Battery 05-26-066-24W5,29586,Alberta,211110,Oil and gas extraction (except oil sands)
1036,G11519,Mine Renard,29606,Quebec,212392,Diamond Mining
1037,G11520,Horse Sweet Gas Plant 14-23-058-26W5,,Alberta,211110,Oil and gas extraction (except oil sands)
1038,G11521,Sturgeon Refinery,29814,Alberta,324110,Petroleum Refineries
1039,G11523,Comox Valley Waste Management Centre,,British Columbia,562210,Waste Treatment and Disposal
1040,G11524,Campbell River Waste Management Centre,,British Columbia,562210,Waste Treatment and Disposal
1041,G11525,City of Wetaskiwin Landfill,,Alberta,562210,Waste Treatment and Disposal
1042,G11526,Tooga Gas Plant B-031-I,,British Columbia,211110,Oil and gas extraction (except oil sands)
1043,G11527,Flagstaff Waste Regional Landfill,,Alberta,562210,Waste Treatment and Disposal
1044,G11528,Dawson Sour Gas Plant 13-07,29621,British Columbia,211110,Oil and gas extraction (except oil sands)
1045,G11530,South Health Campus,,Alberta,622111,General (except Paediatric) Hospitals
1046,G11531,Sinclair 03-04-008-29 W1M,,Manitoba,211110,Oil and gas extraction (except oil sands)
1047,G11535,Waskada 15-21-001-25 W1M,,Manitoba,211110,Oil and gas extraction (except oil sands)
1048,G11537,Rockyview General Hospital,,Alberta,622111,General (except Paediatric) Hospitals
1049,G11538,Dee Valley EOR Facility 09-09-049-22W3,31680,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1050,G11539,Tower Gas Plant 03-07-081-17W6,29803,British Columbia,211110,Oil and gas extraction (except oil sands)
1051,G11540,1200 Montreal Road Campus,,Ontario,911910,Other Federal Government Public Administration
1052,G11542,Cliffdale Oil Battery 03-25-084-17W5,,Alberta,211110,Oil and gas extraction (except oil sands)
1053,G11543,Service GMR,32559,Quebec,562210,Waste Treatment and Disposal
1054,G11545,Lieu d'enfouissement de St-Lambert de Lauzon (LET/LES),,Quebec,562210,Waste Treatment and Disposal
1055,G11546,Baptiste Comp Stn 06-21,27820,Alberta,211110,Oil and gas extraction (except oil sands)
1056,G11548,Dumur Industries Assembly Division,29836,Saskatchewan,336990,Other Transportation Equipment Manufacturing
1057,G11549,Sand Creek Sour Gas Plant,,Alberta,211110,Oil and gas extraction (except oil sands)
1058,G11551,Mervin EOR Central Facility 11-36-049-20W3,29917,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1059,G11552,Lashburn EOR Central Facility 12-01-049-24W3,29909,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1060,G11557,EDAM EOR Central Facility 07-24-049-20W3,29891,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1061,G11567,Cantuar Oil MWB 15-15,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1062,G11568,SEEP Ethane Extraction Plant 13-19,32257,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1063,G11576,Flat Lake Sour Gas Plant 09-16,29297,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1064,G11590,Rapdan Sour Gas Plant 13-01,29636,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1065,G11593,Redcliff Cypress Regional Landfill,,Alberta,562210,Waste Treatment and Disposal
1066,G11594,Doe Gas Plant (02-11-080-16W6) - TOU,29888,British Columbia,211110,Oil and gas extraction (except oil sands)
1067,G11597,Winnipeg,29834,Manitoba,311614,Rendering and Meat Processing from Carcasses
1068,G11598,Drumheller & District Regional Landfill,,Alberta,562210,Waste Treatment and Disposal
1069,G11599,Hebron Platform,29899,Newfoundland and Labrador,211110,Oil and gas extraction (except oil sands)
1070,G11601,Park Road Landfill,,Ontario,562210,Waste Treatment and Disposal
1071,G11602,Quest Carbon Capture and Storage (CCS) Project,,Alberta,211141,In-situ oil sands extraction
1072,G11603,NAIT - Main Campus,29978,Alberta,611510,Technical and Trade Schools
1073,G11619,Kakwa 12-14-063-05W6,29846,Alberta,211110,Oil and gas extraction (except oil sands)
1074,G11620,Kakwa 08-07-063-04W6,29820,Alberta,211110,Oil and gas extraction (except oil sands)
1075,G11624,1972 Landfill (non-operating),,Alberta,562210,Waste Treatment and Disposal
1076,G11632,Cutbank Comp Stn 10-36,,Alberta,211110,Oil and gas extraction (except oil sands)
1077,G11636,Knockholt Sub-Regional Landfill,,British Columbia,562210,Waste Treatment and Disposal
1078,G11637,Ansell Sweet Gas Plant 01-24,,Alberta,211110,Oil and gas extraction (except oil sands)
1079,G11639,Cecilia 14-36-057-23 W5M,,Alberta,211110,Oil and gas extraction (except oil sands)
1080,G11641,Knopcik Gas Plant 09-10-074-11 W6M,,Alberta,211110,Oil and gas extraction (except oil sands)
1081,G11642,Duncan Compressor Station 10-36,,Alberta,211110,Oil and gas extraction (except oil sands)
1082,G11643,Chinchaga 01-24-096-05 W6M,,Alberta,211110,Oil and gas extraction (except oil sands)
1083,G11644,Tilley West Compressor Station 01-03,,Alberta,211110,Oil and gas extraction (except oil sands)
1084,G11651,City of Medicine Hat Landfill,,Alberta,562210,Waste Treatment and Disposal
1085,G11657,Nanaimo Regional Landfill,35486,British Columbia,562210,Waste Treatment and Disposal
1086,G11665,Wembley Oil Battery 14-03-073-08W6,,Alberta,211110,Oil and gas extraction (except oil sands)
1087,G11669,West Wolf Lake Gas Plant (10-03-052-17W5) - TOU,28824,Alberta,211110,Oil and gas extraction (except oil sands)
1088,G11672,Natural Gas Distribution System,,Manitoba,221210,Natural Gas Distribution
