facility_id,ghgrp_id,facility_name,npri_id,province,naics_code,naics_description
1553,G12517,Boem Berry Farms Inc.,,Ontario,111419,Other Food Crops Grown Under Cover
1554,G12518,La Prairie,8563,Quebec,327215,Glass Product Manufacturing from Purchased Glass
1555,G12520,PERTH,3201,Ontario,322220,Paper Bag and Coated and Treated Paper Manufacturing
1556,G12522,Dellcom Aerospace,32558,Ontario,332710,Machine Shops
1557,G12524,16-24-018-17-W4 Leckie,15396,Alberta,211110,Oil and gas extraction (except oil sands)
1558,G12526,Ya Ya Foods Corporation,35380,Ontario,311930,Flavouring Syrup and Concentrate Manufacturing
1559,G12527,Fernlea Flowers,,Ontario,111422,Floriculture Production
1560,G12528,Cielo Vista Farms Inc.,,Ontario,111419,Other Food Crops Grown Under Cover
1561,G12529,Brampton Westwyn,,Ontario,311615,Poultry Processing
1562,G12530,Alberta Carbon Trunk Line,,Alberta,486990,All Other Pipeline Transportation
1563,G12531,Golden Acre Farms Inc.,,Ontario,111419,Other Food Crops Grown Under Cover
1564,G12534,Windfall 14-24,29238,Alberta,211110,Oil and gas extraction (except oil sands)
1565,G12536,Bailey Sanitary Landfill,35421,British Columbia,562210,Waste Treatment and Disposal
1566,G12537,Orlando,32438,Ontario,311410,Frozen Food Manufacturing
1567,G12538,IMT Integrated Facility,,Ontario,332113,Forging
1568,G12539,16-24-031-25W4,32435,Alberta,211110,Oil and gas extraction (except oil sands)
1569,G12544,Pembina 09-17-050-07W5,,Alberta,211110,Oil and gas extraction (except oil sands)
1570,G12545,Kerry Renfrew,11755,Ontario,311930,Flavouring Syrup and Concentrate Manufacturing
1571,G12546,Canada Royal Milk ULC,32437,Ontario,311515,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing"
1572,G12547,Canoe Forest Products,7873,British Columbia,321212,Softwood Veneer and Plywood Mills
1573,G12548,Enhance Energy - Clive 04-15,31054,Alberta,211110,Oil and gas extraction (except oil sands)
1574,G12549,MODATEK SYSTEMS,7640,Ontario,336390,Other Motor Vehicle Parts Manufacturing
1575,G12550,Weyerhaeuser Princeton Sawmill,7920,British Columbia,321111,Sawmills (except Shingle and Shake Mills)
1576,G12551,Grand Forks Sawmill,20021,British Columbia,321111,Sawmills (except Shingle and Shake Mills)
1577,G12552,Dunkley Lumber Ltd.,7709,British Columbia,321111,Sawmills (except Shingle and Shake Mills)
1578,G12553,Red Chris Mine,32235,British Columbia,212220,Gold and Silver Ore Mining
1579,G12555,Moly-Cop Canada,,British Columbia,331511,Iron Foundries
1580,G12556,Solid Waste Area Management Project,,Manitoba,562210,Waste Treatment and Disposal
1581,G12559,PRESSTRAN INDUSTRIES (170 Edward St),2683,Ontario,336390,Other Motor Vehicle Parts Manufacturing
1582,G12560,PRESSTRAN INDUSTRIES (1155 Talbot St),,Ontario,336390,Other Motor Vehicle Parts Manufacturing
1583,G12561,Robert O. Pickard Environmental Centre,770,Ontario,221320,Sewage Treatment Facilities
1584,G12562,ARCHER 09-25-074-08W6 MWOB & GS,33764,Alberta,211110,Oil and gas extraction (except oil sands)
1585,G12563,Progress Comp Stn 04-21,33748,Alberta,211110,Oil and gas extraction (except oil sands)
1586,G12564,115 Drumlin Cir,5757,Ontario,337213,"Wood Office Furniture, including Custom Architectural Woodwork, Manufacturing"
1587,G12565,180 Viceroy RD,35175,Ontario,337213,"Wood Office Furniture, including Custom Architectural Woodwork, Manufacturing"
1588,G12566,Kakwa 102/10-10-065-05W6,,Alberta,211110,Oil and gas extraction (except oil sands)
1589,G12569,Kakwa 05-25-063-04W6,32269,Alberta,211110,Oil and gas extraction (except oil sands)
1590,G12571,City of North Battleford Waste Management Facility,500540,Saskatchewan,562210,Waste Treatment and Disposal
1591,G12575,Belden Canada,2670,Ontario,335920,Communication and Energy Wire and Cable Manufacturing
1592,G12577,Blue Trail Wind Farm,,Alberta,221119,Other Electric Power Generation
1593,G12578,Summerview 2 Wind Farm,,Alberta,221119,Other Electric Power Generation
1594,G12580,Swimming 16-11-052-07W4 Pad,33745,Alberta,211110,Oil and gas extraction (except oil sands)
1595,G12581,Extrusion North America - Mississauga,,Ontario,331317,"Aluminum Rolling, Drawing, Extruding and Alloying"
1596,G12582,Humber Treatment Plant,2238,Ontario,221320,Sewage Treatment Facilities
1597,G12583,Saskatoon Processing Company,2367,Saskatchewan,311614,Rendering and Meat Processing from Carcasses
1598,G12585,City of Weyburn Landfill,,Saskatchewan,562210,Waste Treatment and Disposal
1599,G12589,Hamilton Confectionery Plant,11833,Ontario,311340,Non-Chocolate Confectionery Manufacturing
1600,G12593,ABBT9190044,,Alberta,211110,Oil and gas extraction (except oil sands)
1601,G12595,Lakeview - Williams Lake,7760,British Columbia,321111,Sawmills (except Shingle and Shake Mills)
1602,G12599,SURGE VALHALLA 6-31-74-8 W6,30710,Alberta,211110,Oil and gas extraction (except oil sands)
1603,G12601,BCBT0007672,,British Columbia,211110,Oil and gas extraction (except oil sands)
1604,G12602,SC 13-07 Run Oil MWB 13-07-063-21W4,33203,Alberta,211110,Oil and gas extraction (except oil sands)
1605,G12604,Lodgepole 13-35-47-10w5,15626,Alberta,211110,Oil and gas extraction (except oil sands)
1606,G12606,"Uniboard Canad inc, usine Val-d'Or",4060,Quebec,321216,Particle Board and Fibreboard Mills
1607,G12607,Inga 10-19-87-23 W6,31269,British Columbia,211110,Oil and gas extraction (except oil sands)
1608,G12608,Big River Sawmill,5381,Saskatchewan,321111,Sawmills (except Shingle and Shake Mills)
1609,G12611,East York Bakery,7248,Ontario,311821,Cookie and Cracker Manufacturing
1610,G12612,NIPISI 09-34-76-07 W5,,Alberta,211110,Oil and gas extraction (except oil sands)
1611,G12613,Willesden Green 11-19-041-05W5 Compressor,,Alberta,211110,Oil and gas extraction (except oil sands)
1612,G12617,Meanook Oil MWB 15-19-063-21W4,32019,Alberta,211110,Oil and gas extraction (except oil sands)
1613,G12618,Skyberry Farms Inc.,,Ontario,111419,Other Food Crops Grown Under Cover
1614,G12620,Erie Meats Listowel,,Ontario,311410,Frozen Food Manufacturing
1615,G12621,Integrated Hot Mix,,Ontario,324121,Asphalt Paving Mixture and Block Manufacturing
1616,G12623,Enerchem Slave Lake,32911,Alberta,324110,Petroleum Refineries
1617,G12625,Calling Lake South 01-20,,Alberta,211110,Oil and gas extraction (except oil sands)
1618,G12628,Cyn Pem Oil Battery 15-16-051-11W5,,Alberta,211110,Oil and gas extraction (except oil sands)
1619,G12629,Station A Comp Stn 02-02,,Alberta,211110,Oil and gas extraction (except oil sands)
1620,G12631,Peyto Aurora 11-13-43-13W5,33762,Alberta,211110,Oil and gas extraction (except oil sands)
1621,G12632,Perryvale West Oil MWB 16-24-063-24W4,33196,Alberta,211110,Oil and gas extraction (except oil sands)
1622,G12633,Jarvie 05-20-063,31085,Alberta,211110,Oil and gas extraction (except oil sands)
1623,G12634,Corunna Storage Facility,11890,Ontario,412110,Petroleum Product Wholesaler-Distributors
1624,G12636,BIVOUAC B-099-H/094-I-08,22947,British Columbia,211110,Oil and gas extraction (except oil sands)
1625,G12638,Doe Gas Plant,,British Columbia,211110,Oil and gas extraction (except oil sands)
1626,G12641,Houston Pellet Limited Partnership,20151,British Columbia,321999,All Other Miscellaneous Wood Product Manufacturing
1627,G12642,Smithers Pellet Limited Partnership,31268,British Columbia,321999,All Other Miscellaneous Wood Product Manufacturing
1628,G12643,Williams Lake,20164,British Columbia,321999,All Other Miscellaneous Wood Product Manufacturing
1629,G12644,Portage la Prairie Regional Landfill,35398,Manitoba,562210,Waste Treatment and Disposal
1630,G12645,04-26-77-13-W6M,33843,Alberta,211110,Oil and gas extraction (except oil sands)
1631,G12650,HyLife Foods LP,30554,Manitoba,311617,Hog slaughtering
1632,G12651,ABBT0060208,,Alberta,211110,Oil and gas extraction (except oil sands)
1633,G12652,Edmonton Organics Processing Facility,,Alberta,562210,Waste Treatment and Disposal
1634,G12653,BCBT0009073,,British Columbia,211110,Oil and gas extraction (except oil sands)
1635,G12655,Jenner Sour Gas Plant,16212,Alberta,211110,Oil and gas extraction (except oil sands)
1636,G12656,02-06-79-11-W6M,29016,Alberta,211110,Oil and gas extraction (except oil sands)
1637,G12657,Jarvie 01-10-063-01W5,31084,Alberta,211110,Oil and gas extraction (except oil sands)
1638,G12658,Ukalta 05-18,30967,Alberta,211110,Oil and gas extraction (except oil sands)
1639,G12659,Ferrier 07-18-040-09 W5M,,Alberta,211110,Oil and gas extraction (except oil sands)
1640,G12660,Muskeg Valley Quarry,34006,Alberta,212315,Limestone Mining and Quarrying
1641,G12665,ABCS0025486,,Alberta,211110,Oil and gas extraction (except oil sands)
1642,G12668,Kerrobert Crude Oil Processing Facility,33834,Saskatchewan,324110,Petroleum Refineries
1643,G12669,Tabor Sawmill,7914,British Columbia,321111,Sawmills (except Shingle and Shake Mills)
1644,G12670,Marten Hills 14-06-076-02W5,33725,Alberta,211110,Oil and gas extraction (except oil sands)
1645,G12673,Roquette Canada Ltd.- Portage La Prairie,33012,Manitoba,311990,All Other Food Manufacturing
1646,G12674,Fireweed MWB A-005-J/094-A-13,,British Columbia,211110,Oil and gas extraction (except oil sands)
1647,G12675,ABBT0153027,,Alberta,211110,Oil and gas extraction (except oil sands)
1648,G12676,Peterborough County/City Waste Management Facility,11866,Ontario,562210,Waste Treatment and Disposal
1649,G12678,Greenstone Mine,,Ontario,212220,Gold and Silver Ore Mining
1650,G12679,"Pure Flavor Farms, a division of Pure Flavor Farms LP",,Ontario,111419,Other Food Crops Grown Under Cover
1651,G12680,City of Lloydminster Landfill,,Saskatchewan,562210,Waste Treatment and Disposal
1652,G12681,Wembley Oil MWB 01-20-072-08W6,,Alberta,211110,Oil and gas extraction (except oil sands)
1653,G12682,Border 14-03-040-28W3,33151,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1654,G12683,GFL Cumberland Central Landfill,33509,Nova Scotia,562210,Waste Treatment and Disposal
1655,G12685,Lavington Pellet Limited Partnership,29067,British Columbia,321999,All Other Miscellaneous Wood Product Manufacturing
1656,G12686,Wastewater Treatment Plant,6635,Alberta,221320,Sewage Treatment Facilities
1657,G12687,Chambers Gas Plant 02-15,33807,Alberta,211110,Oil and gas extraction (except oil sands)
1658,G12688,ABBT0066632,,Alberta,211110,Oil and gas extraction (except oil sands)
1659,G12689,THOR KNAPPEN 16-29 PLANT,,Alberta,211110,Oil and gas extraction (except oil sands)
1660,G12692,BCGS3164246,34231,British Columbia,211110,Oil and gas extraction (except oil sands)
1661,G12693,ABBT0150246,,Alberta,211110,Oil and gas extraction (except oil sands)
1662,G12694,Richmond Landfill,7398,Ontario,562210,Waste Treatment and Disposal
1663,G12695,Marten Hills 08-34-074-25W4,33729,Alberta,211110,Oil and gas extraction (except oil sands)
1664,G12696,GFL Guysborough Landfill,33508,Nova Scotia,562990,All Other Waste Management Services
1665,G12699,Elmworth Gas MWB 01-08-070-11W6,,Alberta,211110,Oil and gas extraction (except oil sands)
1666,G12700,Heartland Petrochemical Complex - PDH/PP/Rail,33732,Alberta,325110,Petrochemical Manufacturing
1667,G12701,Spruce Lake North Thermal,33787,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1668,G12702,Heartland Petrochemical Complex Cogeneration Power Plant,33676,Alberta,221112,Fossil-Fuel Electric Power Generation
1669,G12705,Taber Plant,,Alberta,311410,Frozen Food Manufacturing
1670,G12706,Brasserie de Longueuil,33525,Quebec,312120,Breweries
1671,G12707,KELT WEMBLEY 11-31 MWGEB,30422,Alberta,211110,Oil and gas extraction (except oil sands)
1672,G12708,Rochester Aluminum Smelting Canada Limited,31053,Ontario,331529,Non-Ferrous Foundries (except Die-Casting)
1673,G12709,THUNDER MATZIWIN 13-36,27949,Alberta,211110,Oil and gas extraction (except oil sands)
1674,G12713,Mackenzie Site 2 & Power Plant,5105,British Columbia,321111,Sawmills (except Shingle and Shake Mills)
1675,G12716,Lieu d'enfouissement technique RIDT,,Quebec,562210,Waste Treatment and Disposal
1676,G12717,Lieu d'enfouissement technique de la Ville de Matane,,Quebec,562210,Waste Treatment and Disposal
1677,G12718,Lieu d'enfouissement technique de la ville de Sept-Iles,33877,Quebec,562210,Waste Treatment and Disposal
1678,G12719,Pure Sunfarms Delta 3,,British Columbia,111412,Cannabis grown under cover
1679,G12720,KARMAX HEAVY STAMPING - MILTON,3949,Ontario,336370,Motor Vehicle Metal Stamping
1680,G12721,Lieu d'enfouissement technique de Rivière-du-Loup,33896,Quebec,562210,Waste Treatment and Disposal
1681,G12723,Rocky Mountain House Gas-fired Power Plant,34008,Alberta,221112,Fossil-Fuel Electric Power Generation
1682,G12724,Aspen Waste Management,,Alberta,562210,Waste Treatment and Disposal
1683,G12725,North Peace Regional Landfill,,British Columbia,562210,Waste Treatment and Disposal
1684,G12726,Roseridge Landfill,35355,Alberta,562210,Waste Treatment and Disposal
1685,G12728,Watelet Gas Plant 08-18-048-26W4,15445,Alberta,211110,Oil and gas extraction (except oil sands)
1686,G12729,Shiningbank 10-12-056-17 W5M,16973,Alberta,211110,Oil and gas extraction (except oil sands)
1687,G12732,ABBT0164071,,Alberta,211110,Oil and gas extraction (except oil sands)
1688,G12735,Marten Hills 10-15-075-02W5,33723,Alberta,211110,Oil and gas extraction (except oil sands)
1689,G12736,Marten Hills 14-28,33727,Alberta,211110,Oil and gas extraction (except oil sands)
1690,G12737,Miller Central Integrated Asphalt and Aggregate,,Ontario,324121,Asphalt Paving Mixture and Block Manufacturing
1691,G12739,PGR HDRD Complex,34705,British Columbia,325190,Other Basic Organic Chemical Manufacturing
1692,G12740,Atikokan Sawmill,29073,Ontario,321111,Sawmills (except Shingle and Shake Mills)
1693,G12741,Kubebooth Inc.,,Ontario,418990,All Other Wholesaler-Distributors
1694,G12742,Countess 08-36-020-16 W4,15395,Alberta,211110,Oil and gas extraction (except oil sands)
1695,G12743,RBR BEAV 06-28-071-09W6 MWOB,31240,Alberta,211110,Oil and gas extraction (except oil sands)
1696,G12744,Velvet 16-23-054-17W5,26454,Alberta,211110,Oil and gas extraction (except oil sands)
1697,G12745,Westbrick GS 9-4-41-11W5,34700,Alberta,211110,Oil and gas extraction (except oil sands)
1698,G12746,Browning 02-13-006-06W2 MWB,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1699,G12748,Lamoral Gas Gathering 09-11-41-10W5,27669,Alberta,211110,Oil and gas extraction (except oil sands)
1700,G12749,Kaybob 02-20-060-19W5 MWB,,Alberta,211110,Oil and gas extraction (except oil sands)
1701,G12750,Northland Utilities Hay River,25193,Northwest Territories,221122,Electric Power Distribution
1702,G12751,Bessborough Landfill,,British Columbia,562210,Waste Treatment and Disposal
1703,G12752,Fayolle,34668,Quebec,212220,Gold and Silver Ore Mining
1704,G12753,ABGS0113388,,Alberta,211110,Oil and gas extraction (except oil sands)
1705,G12754,Open Creek 10-34-042-05 W5M,17111,Alberta,211110,Oil and gas extraction (except oil sands)
1706,G12756,FIGURE LAKE 9-23-63-18W4 PRORATION,,Alberta,211110,Oil and gas extraction (except oil sands)
1707,G12757,FIGURE LAKE 2/1-13-63-18W4 PRORATION,,Alberta,211110,Oil and gas extraction (except oil sands)
1708,G12758,FIGURE LAKE 2/1-3-63-18W4 PRORATION,,Alberta,211110,Oil and gas extraction (except oil sands)
1709,G12759,Clarkson Water Resource Recovery Facility,7629,Ontario,221320,Sewage Treatment Facilities
1710,G12762,AG20 ABGP0001429 SWALWELL GAS PLANT,,Alberta,211110,Oil and gas extraction (except oil sands)
1711,G12763,Town B-032-C/094-G-01,,British Columbia,211110,Oil and gas extraction (except oil sands)
1712,G12765,NIPISI 05-29-75-05 W5,,Alberta,211110,Oil and gas extraction (except oil sands)
1713,G12766,NIPISI 09-17-78-09 W5,,Alberta,211110,Oil and gas extraction (except oil sands)
1714,G12767,SKBTB1H2202,31956,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1715,G12768,Narraway Gas MWB 10-08-062-10W6,,Alberta,211110,Oil and gas extraction (except oil sands)
1716,G12769,Progress Gas MWB 01-01-078-10W6,,Alberta,211110,Oil and gas extraction (except oil sands)
1717,G12771,Peavine 13-25-078-16W5,,Alberta,211110,Oil and gas extraction (except oil sands)
1718,G12772,Peavine 05-25-078-16W5,,Alberta,211110,Oil and gas extraction (except oil sands)
1719,G12773,Peavine Oil MWB 14-36-078-16W5,,Alberta,211110,Oil and gas extraction (except oil sands)
1720,G12774,ABCS0014441,,Alberta,211110,Oil and gas extraction (except oil sands)
1721,G12775,BCBT0007778,,British Columbia,211110,Oil and gas extraction (except oil sands)
1722,G12776,ABBT0143321,,Alberta,211110,Oil and gas extraction (except oil sands)
1723,G12777,ABBT0137426,,Alberta,211110,Oil and gas extraction (except oil sands)
1724,G12778,ABGS0006487,,Alberta,211110,Oil and gas extraction (except oil sands)
1725,G12779,ABBT0133144,,Alberta,211110,Oil and gas extraction (except oil sands)
1726,G12780,ABBT0126676,,Alberta,211110,Oil and gas extraction (except oil sands)
1727,G12783,ABBT0126615 (Brintnell Central Bitumen Battery 01-36-080-22W4),,Alberta,211110,Oil and gas extraction (except oil sands)
1728,G12785,ABBT0122253,34347,Alberta,211110,Oil and gas extraction (except oil sands)
1729,G12786,ABGS0002510,,Alberta,211110,Oil and gas extraction (except oil sands)
1730,G12789,Judy Creek B-Pool WP,17446,Alberta,211110,Oil and gas extraction (except oil sands)
1731,G12790,03-13-066-05W6 Comp,,Alberta,211110,Oil and gas extraction (except oil sands)
1732,G12791,Brampton Orenda,,Ontario,311615,Poultry Processing
1733,G12792,Oakville,,Ontario,311615,Poultry Processing
1734,G12793,Paris,,Ontario,311615,Poultry Processing
1735,G12794,Port Colborne,,Ontario,311615,Poultry Processing
1736,G12795,Mitchell Aerospace,34549,Quebec,336410,Aerospace Product and Parts Manufacturing
1737,G12797,Teeswater,7694,Ontario,311515,"Butter, Cheese, and Dry and Condensed Dairy Products Manufacturing"
1738,G12798,Wembley Gas MWB 01-14-072-08W6,,Alberta,211110,Oil and gas extraction (except oil sands)
1739,G12799,KELT LNG OAK 06-35 MWGEB,,British Columbia,211110,Oil and gas extraction (except oil sands)
1740,G12800,Hacienda North Farms Plant 2,,Ontario,111419,Other Food Crops Grown Under Cover
1741,G12802,15-15-076-05-W5,34150,Alberta,211110,Oil and gas extraction (except oil sands)
1742,G12803,15-22-076-07W5,33175,Alberta,211110,Oil and gas extraction (except oil sands)
1743,G12804,West Marten Oil MWB 12-18-076-04W5,33225,Alberta,211110,Oil and gas extraction (except oil sands)
1744,G12805,Canal Oil MWB 04-21-070-23W4,33208,Alberta,211110,Oil and gas extraction (except oil sands)
1745,G12806,Canal Oil MWB 16-09-070-23W4,33212,Alberta,211110,Oil and gas extraction (except oil sands)
1746,G12807,West Marten Oil MWB 15-28-076-05W5,33207,Alberta,211110,Oil and gas extraction (except oil sands)
1747,G12808,11-04-075-25-W4,34147,Alberta,211110,Oil and gas extraction (except oil sands)
1748,G12814,"Coastal GasLink Pipeline, British Columbia System",,British Columbia,486210,Pipeline Transportation of Natural Gas
1749,G12816,Rokeby Site,34343,Ontario,325210,Resin and Synthetic Rubber Manufacturing
1750,G12817,Ardenville Wind Farm,,Alberta,221119,Other Electric Power Generation
1751,G12818,ABBT0134269,33485,Alberta,211110,Oil and gas extraction (except oil sands)
1752,G12819,Wolf Feedstock Separation Facility (WFS),34479,Alberta,211110,Oil and gas extraction (except oil sands)
1753,G12821,03-12 Battery - ABBT0158102,33786,Alberta,211110,Oil and gas extraction (except oil sands)
1754,G12822,Plover Lake 10-05 Battery,6551,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1755,G12824,Neptune Oil Battery 05-31,16854,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1756,G12825,Maple Leaf Foods - London Poultry,33849,Ontario,311615,Poultry Processing
1757,G12826,Sunnyside Produce Delta,,British Columbia,111419,Other Food Crops Grown Under Cover
1758,G12827,J/E Bearing & Machine Ltd.,34480,Ontario,332710,Machine Shops
1759,G12828,Cascade Power Project,35085,Alberta,221112,Fossil-Fuel Electric Power Generation
1760,G12829,Pioneer 1 Liquids Extraction Plant,6620,Alberta,211141,In-situ oil sands extraction
1761,G12830,Flavor Fresh Farms Ltd.,,Ontario,111419,Other Food Crops Grown Under Cover
1762,G12831,JPI Farms Inc.,,Ontario,111419,Other Food Crops Grown Under Cover
1763,G12834,141 Snidercroft,,Ontario,337213,"Wood Office Furniture, including Custom Architectural Woodwork, Manufacturing"
1764,G12835,1300 Flint,,Ontario,337213,"Wood Office Furniture, including Custom Architectural Woodwork, Manufacturing"
1765,G12838,Mackenzie Regional Waste Management Commission,,Alberta,562210,Waste Treatment and Disposal
1766,G12839,High River Peaking Power Plant,33522,Alberta,221112,Fossil-Fuel Electric Power Generation
1767,G12840,ABBT0141267,33488,Alberta,211110,Oil and gas extraction (except oil sands)
1768,G12841,Goose Property,33878,Nunavut,212220,Gold and Silver Ore Mining
1769,G12843,Youngstown Regional Landfill,,Alberta,562210,Waste Treatment and Disposal
1770,G12844,Magino Mine,33049,Ontario,212220,Gold and Silver Ore Mining
1771,G12845,AG20 ABGS0111621 Linden 01-36 GS,,Alberta,211110,Oil and gas extraction (except oil sands)
1772,G12846,Generate Two Path 21 Fenmar LP,,Ontario,221112,Fossil-Fuel Electric Power Generation
1773,G12847,ABBT0167955,34989,Alberta,211110,Oil and gas extraction (except oil sands)
1774,G12849,De Temporada Farms a division of Pure Flavor Farms LP,,Ontario,111419,Other Food Crops Grown Under Cover
1775,G12850,Marten Hills 09-13-075-02W5,35149,Alberta,211110,Oil and gas extraction (except oil sands)
1776,G12851,Marten Hills 10-12-075-02W5,35159,Alberta,211110,Oil and gas extraction (except oil sands)
1777,G12852,Marten Hills West 06-25,34826,Alberta,211110,Oil and gas extraction (except oil sands)
1778,G12853,Marten Hills West 07-33,34824,Alberta,211110,Oil and gas extraction (except oil sands)
1779,G12854,Marten Hills West 09-16,34823,Alberta,211110,Oil and gas extraction (except oil sands)
1780,G12855,Marten Hills West 12-03,34820,Alberta,211110,Oil and gas extraction (except oil sands)
1781,G12856,Wallenstein Feed & Supply,10111,Ontario,311119,Other Animal Food Manufacturing
1782,G12857,Ferintosh Power Plant,35144,Alberta,221112,Fossil-Fuel Electric Power Generation
1783,G12858,Darlington Nuclear,3163,Ontario,221113,Nuclear Electric Power Generation
1784,G12859,ABGP0097389,27425,Alberta,211110,Oil and gas extraction (except oil sands)
1785,G12860,Leitchville Oil MWB 13-34-008-20W3,33353,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1786,G12861,ABBT0169935,35216,Alberta,211110,Oil and gas extraction (except oil sands)
1787,G12862,ABBT0129900,34283,Alberta,211110,Oil and gas extraction (except oil sands)
1788,G12863,ABGS0145011,35169,Alberta,211110,Oil and gas extraction (except oil sands)
1789,G12864,ABGS0132884,34304,Alberta,211110,Oil and gas extraction (except oil sands)
1790,G12865,ABGS0155642,35172,Alberta,211110,Oil and gas extraction (except oil sands)
1791,G12866,ABGS0148957,35170,Alberta,211110,Oil and gas extraction (except oil sands)
1792,G12867,ABGS0151420,35171,Alberta,211110,Oil and gas extraction (except oil sands)
1793,G12868,ABGS0167143,35183,Alberta,211110,Oil and gas extraction (except oil sands)
1794,G12869,ABGS0141387,34305,Alberta,211110,Oil and gas extraction (except oil sands)
1795,G12870,ABBT0140671,34284,Alberta,211110,Oil and gas extraction (except oil sands)
1796,G12871,ABGS0143057,34306,Alberta,211110,Oil and gas extraction (except oil sands)
1797,G12872,HHR ABBT0166788,34683,Alberta,211110,Oil and gas extraction (except oil sands)
1798,G12873,Montney Drilling & Completions (A-026-J),,Alberta,211110,Oil and gas extraction (except oil sands)
1799,G12874,Montney Drilling & Completions (08-23),,Alberta,211110,Oil and gas extraction (except oil sands)
1800,G12875,Peter Lougheed Centre,,Alberta,622111,General (except Paediatric) Hospitals
1801,G12876,Arthur J.E. Child Cancer Centre,,Alberta,622111,General (except Paediatric) Hospitals
1802,G12877,Quintette Mine,33100,British Columbia,212114,Bituminous Coal Mining
1803,G12878,Evesham 16-35-039-27W3,18111,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1804,G12879,Spirit River 14-06-078-07W6,18154,Alberta,211110,Oil and gas extraction (except oil sands)
1805,G12880,"Trans Mountain Pipeline System, BC",,British Columbia,486110,Pipeline Transportation of Crude Oil
1806,G12881,United Initiators Canada Ltd.,3272,British Columbia,325189,All Other Basic Inorganic Chemical Manufacturing
1807,G12882,Simonette 01-16-063-24W5 Pad,15206,Alberta,211110,Oil and gas extraction (except oil sands)
1808,G12883,Rocky Mountain House 5 Power Plant,34082,Alberta,221112,Fossil-Fuel Electric Power Generation
1809,G12885,Musreau 05-09-065-04W6 MWB,,Alberta,211110,Oil and gas extraction (except oil sands)
1810,G12886,Harmattan 06-15-033-03W5 GGS,,Alberta,211110,Oil and gas extraction (except oil sands)
1811,G12887,Butte 05-34-011-19W3 MWB,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1812,G12888,TEINE Loverna 11-1,17529,Saskatchewan,211110,Oil and gas extraction (except oil sands)
1813,G12889,Altares C-65-G Gas Plant,27980,British Columbia,211110,Oil and gas extraction (except oil sands)
1814,G12890,BEG C-078-E Compressor Station CS C-078,,British Columbia,211110,Oil and gas extraction (except oil sands)
1815,G12891,Well at D-082-J/094-B-09,,British Columbia,211110,Oil and gas extraction (except oil sands)
1816,G12892,Viking Effluent 13-31-048,,Alberta,211110,Oil and gas extraction (except oil sands)
1817,G12893,Produits Kruger SB Inc,35402,Quebec,322121,Paper (except Newsprint) Mills
1818,G12894,"Lonsdale Energy, District Energy System",35301,British Columbia,221330,Steam and Air-Conditioning Supply
1819,G12895,Mica 08-33 Battery,35339,British Columbia,211110,Oil and gas extraction (except oil sands)
1820,G12896,McLeod 07-34 Gas Plant,16203,Alberta,211110,Oil and gas extraction (except oil sands)
1821,G12897,FIGURE LAKE 15-24-63-18W4 PRORATION,,Alberta,211110,Oil and gas extraction (except oil sands)
1822,G12898,FIGURE LAKE 6-19-62-18W4 PRORATION,,Alberta,211110,Oil and gas extraction (except oil sands)
1823,G12899,FIGURE LAKE 05-32-63-17W4 PRORATION,,Alberta,211110,Oil and gas extraction (except oil sands)
1824,G12900,FIGURE LAKE 3-26-63-18W4 PRORATION,,Alberta,211110,Oil and gas extraction (except oil sands)
1825,G12901,2820853 Ontario Inc.,,Ontario,111419,Other Food Crops Grown Under Cover
1826,G12902,12-31-016-28W4 Gas Plant,34831,Alberta,211110,Oil and gas extraction (except oil sands)
1827,G12903,ABBT0050542,30632,Alberta,211110,Oil and gas extraction (except oil sands)
1828,G12904,ROSE CREEK 6-7-43-6W5 GGS,,Alberta,211113,Conventional Oil and Gas Extraction
1829,G12905,Drilling and Completions 7-1 Pad,,British Columbia,211110,Oil and gas extraction (except oil sands)
1830,G12906,Drilling and Completions 16-32 Pad,,British Columbia,211110,Oil and gas extraction (except oil sands)
1831,G12907,BioNorth Energy,30815,British Columbia,221119,Other Electric Power Generation
1832,G12908,Nicola Clean Power,30577,British Columbia,221119,Other Electric Power Generation
1833,G12909,ABBT0165264,,Alberta,211110,Oil and gas extraction (except oil sands)
1834,G12910,ABGS0162190,,Alberta,211110,Oil and gas extraction (except oil sands)
1835,G12911,ABBT0166619,,Alberta,211110,Oil and gas extraction (except oil sands)
1836,G12912,ABBT0166386,,Alberta,211110,Oil and gas extraction (except oil sands)
1837,G12913,ABBT0153712,,Alberta,211110,Oil and gas extraction (except oil sands)
1838,G12914,Niton 14-05-055-11W5,23593,Alberta,211110,Oil and gas extraction (except oil sands)
1839,G12915,Levure Fleischmann,4932,Quebec,311990,All Other Food Manufacturing
1840,G12918,Lieu d'enfouissement technique de La Vallée-de-l'Or,,Quebec,562210,Waste Treatment and Disposal
